"Time","Jadavpur","Ballygunge","Rabindra_Sarobar","Bidhannagar","Rabindra_Bharati","Fort_William","Victoria","Kolkata"
"04-03-2023",77.04770833,61.32708333,47.61354167,67.90868056,64.10166667,62.13458333,84.19652778,66.3328273814286
"05-03-2023",69.99326389,61.32152778,44.51041667,65.61170139,60.91302083,63.89635417,86.11666667,64.6232787714286
"06-03-2023",69.12465278,54.63958333,37.59270833,50.44985507,57.45305556,50.24270833,72.00381944,55.9294832628571
"07-03-2023",66.34434028,52.18645833,39.31458333,48.27461806,54.37232639,39.38701389,63.83125,51.9586557542857
"08-03-2023",73.30194444,57.83977273,39.096875,59.051875,52.69059028,42.44489583,66.22673611,55.8075270557143
"09-03-2023",63.27467391,62.98888889,37.09746377,54.86572917,53.32981884,47.84666667,64.67361111,54.8681217657143
"10-03-2023",84.10097222,81.34722222,50.7,73.14104167,71.85524306,54.3953125,86.50793651,71.7211040257143
"11-03-2023",61.41465278,59.86909722,35.38263889,48.24788194,48.79663043,50.8303125,63.25520833,52.5423460128571
"12-03-2023",79.50920139,86.15520833,48.98541667,60.50090278,59.52788194,51.7940625,85.51458333,67.4267509914286
"13-03-2023",80.35836806,73.07789855,50.32465278,67.76126812,68.62136364,53.25364583,80.97708333,67.76775433
"14-03-2023",66.44121528,53.94652778,41.1375,56.83899306,57.2728125,40.77979167,45.96449275,51.7687618628571
"15-03-2023",59.23204861,53.40381944,36.82534722,51.114375,49.23989583,39.28527778,30.58297101,45.6691049842857
"16-03-2023",46.92894737,38.44833333,29.80036232,41.70215278,39.44142361,26.6990625,39.35659722,37.4824113042857
"17-03-2023",55.83125,NA,33.80902778,48.3748913,41.41789855,30.39083333,48.8030303,43.1044885433333
"18-03-2023",87.70513889,NA,57.10729167,76.76864583,68.16729167,51.93489583,50.42401961,65.3512139166667
"19-03-2023",22.80829861,NA,14.47272727,20.033125,18.50527778,18.7053125,20.00108696,19.08763802
"20-03-2023",17.28638889,11.36730769,NA,12.82004902,11.18115942,13.75427083,15.68768116,13.6828095016667
"21-03-2023",26.19326389,31.88368056,NA,20.41392361,20.60677083,20.91302083,29.5,24.9184432866667
"22-03-2023",38.793125,53.29270833,NA,38.81184028,35.70305556,29.5628125,42.81979167,39.8305555566667
"23-03-2023",30.16277778,37.48854167,18.52948718,31.13180556,27.50888889,24.41552083,31.04891304,28.6122764214286
"24-03-2023",35.1128125,44.32083333,21.99166667,31.65934783,34.27271739,22.00475694,36.12118056,32.2119021742857
"25-03-2023",27.14032609,32.49130435,15.19618056,22.236875,21.68520833,17.61680556,24.38402778,22.9643896671429
"26-03-2023",22.319375,27.21979167,13.73333333,25.96295139,24.62388889,18.20666667,22.69097222,22.1081398814286
"27-03-2023",42.725,49.6384058,30.94027778,36.04862319,34.944375,23.59729167,45.58611111,37.6400120785714
"28-03-2023",45.20645833,53.06180556,26.24166667,38.43611111,35.33472222,28.93204861,44.05868056,38.7530704371429
"29-03-2023",18.95885417,27.77569444,15.23815789,25.39208333,20.89681818,18.29013889,23.38958333,21.4201900328571
"30-03-2023",16.96181159,24.675,13.87395833,24.00510417,19.81607639,15.37815476,22.03159722,19.5345289228571
"31-03-2023",31.98423611,36.64270833,19.546875,32.42743056,24.33972222,21.21569444,30.77743056,28.13344246
"01-04-2023",26.13486111,28.76736111,12.93125,23.13565972,18.60072917,17.36996528,21.95798611,21.2711160714286
"02-04-2023",24.21774306,31.91111111,14.55729167,24.6028125,24.64649306,20.668125,21.58576389,23.1699057557143
"03-04-2023",29.74440972,33.44305556,16.690625,28.14486111,24.6790625,25.05576389,27.41111111,26.4526984128571
"04-04-2023",29.29944444,28.71304348,15.00208333,25.0207971,22.81163043,16.14243056,26.02152778,23.2872795885714
"05-04-2023",35.43607639,37.20729167,19.68715278,28.54493056,26.63322917,24.098125,36.61597222,29.7461111128571
"06-04-2023",63.71878472,62.46145833,31.24305556,50.71225694,49.87970588,44.02461806,53.43125,50.7815899271429
"07-04-2023",52.09263889,56.84166667,30.44659091,45.82732639,107.3025,36.20638889,47.60486111,53.7602818371429
"08-04-2023",50.49628472,59.27847222,31.51631944,54.12,76.0789881,40.23673611,51.80590278,51.9332433385714
"09-04-2023",59.785,62.59097222,32.92743056,NA,26.9603125,34.47100694,59.03125,45.96099537
"10-04-2023",61.92472222,84.88452381,37.47152778,63.43784722,14.31442982,42.00479167,63.59131944,52.5184517085714
"11-04-2023",73.0696875,93.39791667,39.73020833,55.09961806,43.05333333,41.00753472,70.559375,59.4168105157143
"12-04-2023",59.44038194,66.20208333,34.39305556,49.96947917,77.64105072,39.16048611,60.23402778,55.29150923
"13-04-2023",56.3646875,67.53333333,32.01413043,61.76420139,84.86454861,49.06260417,61.28586957,58.9841964285714
"14-04-2023",57.5221875,68.99094203,34.1125,51.45461806,75.33246377,44.09729167,59.29027778,55.8286115442857
"15-04-2023",59.5353125,73.25034722,36.675,49.99618056,79.37864583,43.27450758,63.99201389,58.0145725114286
"16-04-2023",50.48166667,61.07743056,32.78993056,49.34177083,67.05368056,37.46940972,52.73009259,50.1348544985714
"17-04-2023",53.71375,66.05217391,32.23159722,48.31173611,64.47524306,29.82333333,45.06702899,48.5249803742857
"18-04-2023",48.75208333,61.72361111,33.2,43.75525362,60.23026515,28.16065972,46.02395833,45.9779758942857
"19-04-2023",39.4871875,43.53611111,23.62256944,37.94177083,48.25052083,24.43489583,39.07916667,36.62174603
"20-04-2023",47.92597222,51.36458333,27.69097222,47.19996528,58.33979167,31.53242424,41.56342593,43.6595906985714
"21-04-2023",48.12020833,50.11666667,27.39791667,39.82938406,60.59111111,60.82083333,56.42986111,49.0437116114286
"22-04-2023",51.66927083,68.44236111,28.47847222,44.92972222,54.61465278,51.40194444,54.48923611,50.5750942442857
"23-04-2023",26.81940972,34.82604167,12.32916667,25.73479167,27.58350694,24.35559028,24.26701389,25.1307886914286
"24-04-2023",31.2246875,31.29601449,13.10072464,21.54261364,27.66380435,21.90170139,35.33333333,26.0089827628571
"25-04-2023",48.72449275,52.740625,23.42604167,32.94291667,42.32840278,28.29065972,45.97534722,39.2040694014286
"26-04-2023",43.69940972,51.04513889,24.29270833,34.5865625,50.06307018,25.99163194,40.01423611,38.52753681
"27-04-2023",29.81815972,34.96992754,14.83125,24.26006944,34.12440972,22.06780303,28.17048611,26.8917293657143
"28-04-2023",31.48708333,35.64583333,17.41666667,30.96704861,41.55202899,23.05559028,30.915625,30.1485537442857
"29-04-2023",28.99434028,32.26597222,17.3375,27.786875,33.40232639,19.74704861,30.821875,27.1937053571429
"30-04-2023",27.44972222,27.99340278,15.04895833,NA,28.55704861,20.73371528,24.61145833,24.0657175916667
"01-05-2023",29.80017361,29.71875,15.03541667,NA,27.41052083,24.20993056,30.64895833,26.1372916666667
"02-05-2023",32.15440972,32.1923913,14.94710145,14.04033333,35.61545455,23.01702381,30.27395833,26.0343817842857
"03-05-2023",26.80677083,30.115625,14.16770833,26.069375,30.91927083,NA,25.79756944,25.6460532383333
"04-05-2023",20.63600694,18.83576389,9.525347222,18.03399306,24.72886364,NA,17.13333333,18.1488846803333
"05-05-2023",22.73128472,20.684375,12.46458333,22.31024306,24.32975694,21.48202381,24.7442029,21.24949568
"06-05-2023",38.23024306,42.41485507,24.890625,32.00086806,45.25767361,27.04155797,38.64166667,35.4967842057143
"07-05-2023",35.68287879,37.69652778,23.54097222,31.07663194,40.61364583,35.21024306,39.55555556,34.7680650257143
"08-05-2023",33.53666667,38.68159722,23.88958333,27.25641304,46.99386364,38.08521739,40.7375,35.5972630414286
"09-05-2023",46.46590278,42.38949275,26.8576087,37.280625,57.05336806,41.98239583,44.86979167,42.4141692557143
"10-05-2023",33.81788194,40.00451389,21.58576389,32.0215625,44.74201389,37.89465278,34.72083333,34.9696031742857
"11-05-2023",18.831875,28.66840278,16.79861111,24.840625,34.52916667,28.43465909,27.55277778,25.6651596328571
"12-05-2023",31.78112319,25.89826389,14.60173611,21.89423611,28.13985507,28.35864583,23.00625,24.8114443142857
"13-05-2023",22.09458333,24.36944444,13.23333333,18.68572917,27.02243056,35.5297619,21.96423611,23.2713598342857
"14-05-2023",31.27489583,34.134375,17.94930556,25.198125,36.30399306,35.32413194,32.54236111,30.3895982142857
"15-05-2023",31.28291667,29.87881944,16.08208333,24.02965909,29.50288194,32.87277778,30.21944444,27.6955118128571
"16-05-2023",31.6940625,33.06840278,19.37708333,26.35569444,32.19556818,31.8765625,27.85763889,28.9178589457143
"17-05-2023",24.67854167,25.45,15.75659722,27.04465278,30.11989583,29.91885417,22.93611111,25.1292361114286
"18-05-2023",20.54,16.11875,11.30069444,17.16268116,19.43663194,26.68381944,15.15625,18.0569752828571
"19-05-2023",28.13614583,27.06231884,15.00277778,21.45614583,28.25101449,29.79131944,24.09479167,24.8277876971429
"20-05-2023",25.09364583,27.79791667,15.06458333,19.86517361,29.12847222,30.44510417,26.04456522,24.7770658642857
"21-05-2023",30.98760417,32.29097222,21.859375,25.57652778,35.28649306,28.86159722,31.040625,29.4147420642857
"22-05-2023",23.8601087,24.31884058,14.87282609,17.62647727,24.90552083,31.70368056,24.00833333,23.0422553371429
"23-05-2023",27.64333333,38.98506944,18.10520833,24.74204861,32.44011364,31.81287879,27.7125,28.7773074485714
"24-05-2023",21.57354167,23.47534722,13.20144928,16.58034722,20.32291667,29.49359375,20.315625,20.7089744014286
"25-05-2023",22.17402778,24.61006944,15.32152778,20.45152174,22.95,15.68225694,23.45568182,20.6635836428571
"26-05-2023",16.45736111,20.14761905,11.35277778,12.55732639,15.53572917,11.94079861,17.53913043,15.0758203628571
"27-05-2023",25.48354167,40.63958333,16.32777778,21.10659722,22.71135417,16.62982639,27.17142857,24.2957298757143
"28-05-2023",26.00048246,38.38229167,19.24027778,24.24145833,25.82208333,17.63993056,17.10492424,24.0616354814286
"29-05-2023",38.86118056,50.30652174,25.65144928,34.40145833,34.22802083,26.316875,43.35729167,36.16039963
"30-05-2023",36.71364583,50.325,22.51388889,37.5357971,41.48666667,27.32527778,39.94826389,36.5497914514286
"31-05-2023",34.99395833,45.47395833,20.48611111,29.10295139,38.8625,20.08561594,32.57222222,31.6539024742857
"01-06-2023",38.43791667,52.875,27.50243056,36.03371528,38.49229167,37.6709375,44.1952381,39.3153613971429
"02-06-2023",46.13083333,58.28472222,28.43194444,41.01318841,39.15708333,34.14670139,42.825,41.4270675885714
"03-06-2023",43.34541667,58.72898551,28.30520833,35.59836806,38.66246528,31.59458333,41.45208333,39.6695872157143
"04-06-2023",39.168125,49.73715278,24.70347222,33.37743056,36.95135417,29.67638889,40.05972222,36.2390922628571
"05-06-2023",35.2426087,43.84375,19.70486111,28.82763889,41.35464286,30.84524306,35.08295455,33.5573855957143
"06-06-2023",36.50204861,46.89927536,21.02272727,30.85826389,40.28541667,32.72729167,34.75978261,34.7221151542857
"07-06-2023",38.70552083,53.54895833,24.86180556,31.9578125,40.88806818,34.65394928,41.57604167,38.0274509071429
"08-06-2023",36.77576389,44.30942029,23.07534722,31.73184028,36.66,31.16493056,40.9719697,34.9556102771429
"09-06-2023",28.683125,32.20659722,17.64756944,24.8909375,24.96239583,26.93701389,26.40034722,25.9611408714286
"10-06-2023",30.74458333,40.50555556,21.06458333,23.88399306,26.23135417,29.24222222,33.14791667,29.2600297628571
"11-06-2023",26.42916667,29.72222222,16.390625,22.4159375,21.98263889,31.39638889,26.69826389,25.0050347228571
"12-06-2023",29.61826087,35.00625,18.1576087,21.83743056,24.91965278,27.83503472,27.48068182,26.4078456357143
"13-06-2023",28.54239583,32.50378788,19.49166667,24.42027778,27.10361111,28.25204861,31.50833333,27.4031601728571
"14-06-2023",31.28114583,36.59583333,18.39791667,27.185625,29.49213768,26.69548611,30.540625,28.59839566
"15-06-2023",30.51947917,35.88958333,16.00416667,27.30113636,28.31850694,30.07760417,26.48819444,27.7998101542857
"16-06-2023",32.03107639,34.45416667,14.82916667,25.01708333,29.59017361,22.75302083,24.87083333,26.22078869
"17-06-2023",28.96885417,32.86449275,13.54166667,24.3871875,26.32697917,19.5475,24.296875,24.27622218
"18-06-2023",22.41197917,28.49340278,11.9625,21.34625,25.41003472,27.98416667,19.70416667,22.4732142871429
"19-06-2023",19.33898551,25.14548611,12.05416667,18.50306818,19.559375,26.36864583,18.85740741,19.9753049585714
"20-06-2023",21.79045139,27.11847826,13.84895833,18.60447917,23.0090625,23.65604167,21.15555556,21.3118609828571
"21-06-2023",16.68083333,20.13159722,10.45208333,15.86185606,16.1925,21.16208333,18.00486111,16.9265449114286
"22-06-2023",16.31271739,20.01770833,9.85625,15.01010417,15.44445652,19.39100694,19.0115942,16.4348339357143
"23-06-2023",14.05072917,11.13863636,10.38,9.735381944,8.479963768,18.21503788,12.12986111,12.0185157474286
"24-06-2023",13.10385417,13.62395833,12.28854167,9.935590278,8.7678125,11.74868056,10.30381944,11.3960367068571
"25-06-2023",10.95604167,12.58819444,9.05,7.730972222,6.251704545,8.458506944,7.078472222,8.873413149
"26-06-2023",11.99974638,12.25729167,6.000694444,9.625173611,7.845277778,10.57805556,9.131597222,9.63397666642857
"27-06-2023",9.213923611,12.278125,5.613768116,7.007992424,4.439895833,9.123645833,8.885869565,8.08046005457143
"28-06-2023",13.82802083,12.55694444,7.511458333,8.0503125,8.007048611,9.037256944,8.928125,9.702738094
"29-06-2023",14.12173611,16.43819444,14.55138889,15.8342803,12.86614583,8.745381944,14.33020833,13.8410479777143
"30-06-2023",16.55375,20.13768116,18.52916667,16.11510417,18.82286232,8.816666667,19.20277778,16.882572681
"01-07-2023",15.48902778,19.17916667,14.32361111,15.52930556,17.68447917,9.896875,14.93090278,15.2904811528571
"02-07-2023",20.62152778,23.90451389,16.38159722,15.93770833,16.58291667,9.835277778,18.72743056,17.4272817468571
"03-07-2023",16.9059375,21.49545455,20.2307971,14.50621528,17.87229167,10.48479167,15.0115942,16.6438688528571
"04-07-2023",14.27649306,8.592105263,16.15798611,12.53840278,13.21715909,14.43626984,10.88611111,12.8720753218571
"05-07-2023",10.20666667,10.70833333,10.17638889,5.157708333,6.391006944,15.16902778,8.333695652,9.44897537128571
"06-07-2023",7.155520833,13.58985507,10.56666667,5.991304348,5.692673611,15.30177083,8.43125,9.53272019457143
"07-07-2023",10.6628125,13.05173611,10.94673913,7.2453125,9.340340909,11.99753472,10.08541667,10.4756989341429
"08-07-2023",11.399375,10.41909722,11.98269231,8.267604167,11.2321875,11.27083333,8.498958333,10.4386782657143
"09-07-2023",16.70159722,17.17777778,18.68298611,15.92690972,18.37322917,11.16659722,16.61215278,16.3773214285714
"10-07-2023",18.02097826,19.44236111,17.47847222,15.47299242,19.49489583,12.4378125,14.64285714,16.7129099257143
"11-07-2023",10.41472222,16.80454545,15.05763889,12.13131944,11.37583333,11.72861111,18.25151515,13.6805979414286
"12-07-2023",9.674201389,19.58194444,11.55324074,7.505034722,8.28625,10.68583333,14.6375,11.7034292315714
"13-07-2023",7.071597222,17.68229167,10.18958333,7.122118056,8.556050725,18.00742754,13.35416667,11.7118907447143
"14-07-2023",16.23815972,20.88958333,10.4475,13.99572917,16.08444444,13.8328125,24.95625,16.6349255942857
"15-07-2023",9.819848485,19.87465278,NA,10.9059375,8.157986111,13.64923611,20.74444444,13.8586842376667
"16-07-2023",10.58635417,15.71493056,NA,10.6846875,8.987465278,13.148125,13.92222222,12.1739641213333
"17-07-2023",9.9075,17.17708333,NA,8.592291667,4.550526316,12.37298611,14.83854167,11.2398215155
"18-07-2023",12.62916667,17.18541667,13.09242424,9.072934783,NA,13.77232639,13.71666667,13.2448225705
"19-07-2023",9.005798611,15.88623188,10.61770833,7.545416667,7.176363636,12.70295139,11.80265152,10.6767317191429
"20-07-2023",9.626145833,16.83506944,10.24166667,6.087083333,7.109375,11.72136364,11.48333333,10.4434338922857
"21-07-2023",13.50166667,16.14201389,10.32083333,6.2865625,7.391041667,14.19625,6.253125,10.5844990081429
"22-07-2023",14.55802083,16.05486111,10.603125,6.804305556,5.823020833,12.646875,7.185416667,10.5250892851429
"23-07-2023",12.03270833,15.67604167,10.58541667,7.885833333,6.470104167,11.54885417,6.514236111,10.1018849215714
"24-07-2023",13.9521875,15.396875,12.0826087,9.057173913,8.007840909,12.94892361,8.167361111,11.3732815347143
"25-07-2023",10.46368056,15.85606061,10.72663194,10.14771739,6.605416667,14.74729167,6.828472222,10.7678958655714
"26-07-2023",13.12715278,8.441666667,12.34288194,9.131354167,7.261785714,14.39847222,8.534782609,10.4625851567143
"27-07-2023",14.72270833,11.71944444,12.48305556,7.962388889,10.52197917,12.924375,9.318402778,11.3789077381429
"28-07-2023",18.30223958,11.11527778,12.72375,15.728,9.877708333,13.85614583,6.097222222,12.528620535
"29-07-2023",NA,14.66736111,13.43006944,14.29420455,10.11708333,14.32944444,9.729861111,12.7613373301667
"30-07-2023",NA,15.18680556,16.19104167,NA,9.915625,13.68895833,10.17604167,13.031694446
"31-07-2023",NA,25.29710145,21.88048611,NA,14.35318182,14.20315972,20.89965278,19.326716376
"01-08-2023",20.68177083,16.22048611,18.00628788,NA,10.9353125,13.88465278,13.225,15.4922516833333
"02-08-2023",14.42277778,7.976041667,10.77048611,NA,6.79094697,12.99743056,10.00340909,10.4935153628333
"03-08-2023",26.67814394,11.26666667,14.40354167,22.59942308,17.02847222,12.25381944,15.98611111,17.1737397328571
"04-08-2023",19.47399306,16.90972222,18.82878472,26.62239583,18.96166667,14.71618056,17.90729167,19.0600049614286
"05-08-2023",22.91086806,21.13819444,22.73298611,27.77489583,19.9815625,13.08763889,19.63333333,21.0370684514286
"06-08-2023",22.23743056,26.58263889,25.21072917,28.25805556,20.08368056,11.96402778,22.53368056,22.4100347257143
"07-08-2023",22.81767361,26.30833333,25.20448413,27.92181818,18.58916667,11.87826389,22.70798611,22.2039608457143
"08-08-2023",28.39413043,31.49601449,27.55357143,33.48135417,26.86869792,12.73618056,28.32159091,26.9787914157143
"09-08-2023",37.84930556,40.878125,34.1421875,45.09951389,40.37951389,16.43302083,37.02708333,35.9726785714286
"10-08-2023",46.1128125,48.25694444,40.57270833,57.78063492,54.59756944,14.34076389,47.58020833,44.1773774071429
"11-08-2023",35.16,39.27717391,32.25135417,43.68295139,31.0721875,12.79333333,34.93333333,32.73861909
"12-08-2023",28.84760417,35.68993056,25.96958333,36.10677083,26.86732639,13.81204861,32.01354167,28.4724007942857
"13-08-2023",29.64270833,29.15138889,23.26104167,28.35663194,18.29388889,12.39434028,27.26666667,24.0523809528571
"14-08-2023",38.79822917,37.08576389,31.60458333,40.14229167,41.50569444,12.56829861,36.31775362,34.0032306757143
"15-08-2023",43.60322917,45.40868056,37.11895833,44.72579861,39.19024306,13.07395833,40.63854167,37.6799156757143
"16-08-2023",38.01170139,42.20036232,34.05645833,31.89560606,29.71229167,13.40902778,36.26770833,32.2218794114286
"17-08-2023",33.5998913,31.21875,25.01625,33.15961806,27.79636364,13.97208333,23.87083333,26.9476842371429
"18-08-2023",17.006875,18.29094203,15.8425,13.29246528,13.55236111,11.76424242,18.03442029,15.39768659
"19-08-2023",12.95977273,14.45277778,7.521180556,14.87448413,10.94875,12.0796875,11.4202381,12.0366986851429
"20-08-2023",23.71975694,22.57083333,15.11461806,25.91836806,24.26291667,11.89954861,24.4375,21.1319345242857
"21-08-2023",21.34300725,16.69021739,14.60513889,24.02595238,21.42659722,12.4921875,20.75486111,18.7625659628571
"22-08-2023",31.10152778,24.54166667,18.29458333,33.8165625,25.27427083,13.0303125,23.22847222,24.18391369
"23-08-2023",28.73263889,20.59305556,16.39128472,30.32666667,24.60725694,14.21072917,20.95681818,22.25977859
"24-08-2023",19.99253472,18.05590278,15.57583333,29.3478125,21.24861111,12.15128472,18.309375,19.2401934514286
"25-08-2023",23.68038194,20.95659722,17.58458333,30.29611111,17.41260417,24.2890625,18.18715278,21.77235615
"26-08-2023",31.21149306,29.17083333,26.61166667,38.075625,23.95086806,15.07760417,23.88923611,26.8553323428571
"27-08-2023",48.76826389,41.91284722,36.47333333,60.1823913,41.60347222,15.74017361,41.42361111,40.87201324
"28-08-2023",72.82319444,61.85208333,52.83385417,73.75148551,65.86989583,16.27149306,62.08645833,57.9269235242857
"29-08-2023",84.80305556,78.85416667,56.17166667,74.30794872,70.6682197,21.95572917,70.071875,65.2618087842857
"30-08-2023",77.92322917,77.37777778,58.73635417,82.45697917,70.79336806,19.98527778,69.01547619,65.1840660457143
"31-08-2023",66.14659722,63.89618056,50.24170139,69.37166667,61.53234127,21.09351852,61.83576389,56.3025385028571
"01-09-2023",62.41520833,60.96423611,51.87239583,63.1384375,55.3055303,22.05770833,59.46666667,53.6028832957143
"02-09-2023",44.78670139,47.32986111,44.48729167,49.13614583,44.31152174,17.50208333,50.65543478,42.6012914071429
