"Time","Jadavpur","Ballygunge","Rabindra_Sarobar","Bidhannagar","Rabindra_Bharati","Fort_William","Victoria","Kolkata"
"26-01-2024",118.38,129.29,97.55,104.14,110.77,131.73,111.24,114.728571428571
"27-01-2024",97.43,98.85,72.36,75.76,81.15,97.53,92.79,87.9814285714286
"28-01-2024",99.06,115.18,84.85,78.2,90.3,123.37,104.54,99.3571428571429
"29-01-2024",109.61,98.28,77.13,86.58,95.22,106.09,96.12,95.5757142857143
"30-01-2024",81.2,69.2,56.24,82.15,65.99,72.67,77.86,72.1871428571429
"31-01-2024",64.27,58.32,49.81,62.4,49.05,68.38,64.14,59.4814285714286
"01-02-2024",59.25,60.53,48.88,62.33,58.75,66.23,60.6,59.51
"02-02-2024",56.28,66.43,53.07,129.95,67.7,77.66,74.87,75.1371428571429
"03-02-2024",68.77,71.43,56.24,79.39,53.51,71.97,68.71,67.1457142857143
"04-02-2024",87.96,79.09,64.69,82.02,60.38,84.75,88.04,78.1328571428571
"05-02-2024",82.08,72.97,58.93,78.8,78.14,81.01,84.98,76.7014285714286
"06-02-2024",82.55,65.48,55.23,72.26,NA,67.84,75.28,69.7733333333333
"07-02-2024",74.09,60.25,54.33,70.55,57.76,61.21,69.01,63.8857142857143
"08-02-2024",62.65,54.37,45.93,61.3,53.81,59.73,57.36,56.45
"09-02-2024",63.58,58.33,39.71,58.16,49.62,56.77,56.41,54.6542857142857
"10-02-2024",85.92,93.57,61.6,80.8,59.15,80.44,76.71,76.8842857142857
"11-02-2024",104.99,92.63,77.63,93.08,81.87,98.81,98.39,92.4857142857143
"12-02-2024",118.85,109.19,87.42,104.07,105.14,112.51,110.67,106.835714285714
"13-02-2024",107.4,100.7,76.14,113.54,119.28,107.39,103.19,103.948571428571
"14-02-2024",99.68,94,73.25,88.05,63.77,90.44,95.73,86.4171428571429
"15-02-2024",90.63,102.8,80.33,99.26,79.01,64.37,103.55,88.5642857142857
"16-02-2024",84.98,84.92,67.34,84.19,78.64,61.65,91.28,79
"17-02-2024",102.82,87.69,72.84,91.16,76.88,95.17,94.5,88.7228571428571
"18-02-2024",70.18,71.48,59.08,89.89,62.7,75.42,96.78,75.0757142857143
"19-02-2024",43.36,47.76,41.68,56.67,52.76,45.09,55.16,48.9257142857143
"20-02-2024",48.64,40.01,35.6,49.64,45.44,41.78,48.45,44.2228571428571
"21-02-2024",46.7,44.61,38.1,51.57,41.73,44.96,49.08,45.25
"22-02-2024",61.38,69.61,55.43,67.65,45.25,69.3,76.34,63.5657142857143
"23-02-2024",47.37,45.11,37.28,48.34,38.02,48.95,47.37,44.6342857142857
"24-02-2024",56.27,57.45,45.05,59.65,43.39,50.89,57.68,52.9114285714286
"25-02-2024",47.74,48.79,37.59,49.76,33.19,44.38,47.53,44.14
"26-02-2024",53.93,49.33,39.96,51.64,35.07,53.06,54.69,48.24
"27-02-2024",74.48,65.99,51.61,65.02,47,66.96,66.08,62.4485714285714
"28-02-2024",65.59,69.62,64.08,72.47,44.09,61.05,67.67,63.51
"29-02-2024",70,74.55,65.98,72.06,46.29,71.14,77.1,68.16
"01-03-2024",72.93,69.29,67.96,52.63,47.6,74.42,70.6,65.0614285714286
"02-03-2024",76.97,73.43,68.9,76.57,57.75,89.78,76.41,74.2585714285714
"03-03-2024",50.87,58.49,50.27,64.19,62.6,73.31,62.34,60.2957142857143
"04-03-2024",60.6,57.4,52.33,63.05,52.79,66.26,70.57,60.4285714285714
"05-03-2024",51.99,55.24,49.18,59.38,43.6,53.92,45.01,51.1885714285714
"06-03-2024",58.82,51.74,51.97,55.77,39.66,50.7,48.4,51.0085714285714
"07-03-2024",60.47,61.5,54.02,67.55,62.97,68.96,NA,62.5783333333333
"08-03-2024",63.13,61.56,53.31,50.84,59.62,66.86,NA,59.22
"09-03-2024",71.27,66.88,61.32,62.74,58.98,69.6,NA,65.1316666666667
"10-03-2024",61.72,72.32,57.32,71,48.92,71.73,NA,63.835
"11-03-2024",67.54,69.03,60.28,80.57,48.82,70.53,NA,66.1283333333333
"12-03-2024",50.56,52.48,45.41,46.97,50.48,47.49,53.28,49.5242857142857
"13-03-2024",33.19,37.5,32.42,36.42,29.88,33.77,38.2,34.4828571428571
"14-03-2024",32.57,36.82,33.28,41.18,39,30.17,33.93,35.2785714285714
"15-03-2024",38.05,40.85,36.68,41.76,36.82,38.7,36.26,38.4457142857143
"16-03-2024",31.75,37.25,31.05,29.46,30.56,29.57,60.38,35.7171428571429
"17-03-2024",33.28,41.75,34.48,NA,26.28,32.94,36.03,34.1266666666667
"18-03-2024",44.91,56.43,44.77,54.85,42.34,50.23,54.31,49.6914285714286
"19-03-2024",39.26,42.02,38.39,46.16,41.55,41.6,43.61,41.7985714285714
"20-03-2024",18.47,20.33,17.28,18.68,19.51,15.26,20.04,18.51
"21-03-2024",27.01,27.33,21.86,21.14,21.86,29.03,29.57,25.4
"22-03-2024",49.58,54.46,49.82,37.2,39.19,47,47.98,46.4614285714286
"23-03-2024",43.84,52.86,39.71,45.94,37.67,47.9,47.14,45.0085714285714
"24-03-2024",25.59,31.56,25.06,27.96,23.51,26.26,26.03,26.5671428571429
"25-03-2024",25.07,31.15,25.3,NA,20.69,25.47,26.41,25.6816666666667
"26-03-2024",16.31,27.85,22.16,29.07,15.26,25.92,20.65,22.46
"27-03-2024",24.21,32.19,28.41,27.09,33.89,32.65,31.06,29.9285714285714
"28-03-2024",30.27,41.97,32.29,35.59,32.59,41.02,33.05,35.2542857142857
"29-03-2024",29.87,41.92,32.93,32.32,31.22,39.83,38.07,35.1657142857143
"30-03-2024",23.55,34.91,32.39,29.1,25.84,32.98,30.95,29.96
"31-03-2024",27.76,36.33,29.66,30.66,24.7,37.24,32.85,31.3142857142857
"01-04-2024",34.06,46.99,36.05,44.65,39.72,62.98,41.28,43.6757142857143
"02-04-2024",35.82,46.83,37.52,40.98,42.14,78.03,42.09,46.2014285714286
"03-04-2024",35.83,44.31,36.74,40.31,34.56,56.55,38.34,40.9485714285714
"04-04-2024",25.96,37.23,26.87,32.94,38.22,34.07,33.27,32.6514285714286
"05-04-2024",34.46,49.2,33.91,46.06,29.12,41.89,40.87,39.3585714285714
"06-04-2024",36.86,51.13,37.13,44.5,31.8,45.3,44.57,41.6128571428571
"07-04-2024",29.43,40.06,30.5,33.27,29.12,36.21,34.49,33.2971428571429
"08-04-2024",27.54,39.6,29.3,40.63,28.04,36.26,31.45,33.26
"09-04-2024",32.03,45.3,36.69,42.1,40.97,43.43,33.17,39.0985714285714
"10-04-2024",55.39,70.15,49.51,72.61,58.35,66.64,63.34,62.2842857142857
"11-04-2024",63.32,70.51,55.94,79.41,62.18,69,71.88,67.4628571428571
"12-04-2024",42,46.14,36.7,42.19,36.36,50.59,48.71,43.2414285714286
"13-04-2024",43.77,52.07,42.34,48.35,38.58,57.35,53.26,47.96
"14-04-2024",37.92,43.82,36.65,43.02,35.62,48.31,49.21,42.0785714285714
"15-04-2024",39.39,44.82,39.45,42.48,33.93,43.19,47.4,41.5228571428571
"16-04-2024",33.05,37,31,36.97,30.57,39.35,40.69,35.5185714285714
"17-04-2024",52.32,47.42,38.58,47.72,33.47,47.3,46.81,44.8028571428571
"18-04-2024",37.02,37.36,35.43,40.13,34.02,52.98,39.58,39.5028571428571
"19-04-2024",35.16,42.08,38.58,38.39,39.5,55.19,42.85,41.6785714285714
"20-04-2024",28.84,30.08,28.17,31.41,35.92,37.07,37.9,32.77
"21-04-2024",30.2,28.06,27.83,33.89,32.24,39.25,28.72,31.4557142857143
"22-04-2024",38.55,41.32,35.98,41.62,57.8,50.02,39.73,43.5742857142857
"23-04-2024",35.6,45.51,33.8,44.34,40.3,45.54,35.28,40.0528571428571
"24-04-2024",40.28,47.85,34.96,42.1,36.08,42.31,42.81,40.9128571428571
"25-04-2024",36.75,44.29,40.51,35.73,37,47.72,43.38,40.7685714285714
"26-04-2024",29.74,36.09,28.03,36.98,27.55,35.2,38.18,33.11
"27-04-2024",28.49,33.2,29.25,28.53,19.29,35.09,38.32,30.31
"28-04-2024",28.82,34.77,29.67,NA,25,36.02,36.1,31.73
"29-04-2024",35.95,50.41,39.82,53.66,27.9,45.27,45.1,42.5871428571429
"30-04-2024",33.61,46.45,34.13,41.35,22.59,44.16,43.65,37.9914285714286
"01-05-2024",36.48,46.73,38.51,41.4,26.8,55.22,44.52,41.38
"02-05-2024",28.34,37.76,29.85,32.86,23.53,38.32,36.55,32.4585714285714
"03-05-2024",30.2,33.52,30.91,30.53,23.88,45.15,31.65,32.2628571428571
"04-05-2024",26.13,26.88,24.36,25.31,20.76,31.1,27.63,26.0242857142857
"05-05-2024",23.24,25.51,21.71,23.61,13.43,29.52,25.68,23.2428571428571
"06-05-2024",18.08,16.96,16.02,18.42,17.09,25.8,19.97,18.9057142857143
"07-05-2024",13.33,12.52,11.88,11.4,16.41,19.92,13.36,14.1171428571429
"08-05-2024",9.96,11.03,11.71,10.11,9.73,15.83,12.68,11.5785714285714
"09-05-2024",15.32,14.98,11.56,11.57,10.66,21.97,19.06,15.0171428571429
"10-05-2024",17.1,18.11,12.63,14.01,12.36,27.11,23.18,17.7857142857143
"11-05-2024",15.6,15.08,11.29,15.19,14.75,26.18,19.46,16.7928571428571
"12-05-2024",17.07,23.59,17.09,18.14,20.05,37.04,25.39,22.6242857142857
"13-05-2024",21.56,26.23,16.32,18.62,18.9,40.24,27.13,24.1428571428571
"14-05-2024",17.94,26.5,18.18,22.87,19.82,35.17,27.27,23.9642857142857
"15-05-2024",18.4,21.35,15.87,15.54,17.08,27.16,23.19,19.7985714285714
"16-05-2024",15.12,16.93,13.75,14.73,20.71,21.75,24.21,18.1714285714286
"17-05-2024",11.89,20.11,10.41,12.6,16.44,15.66,23.31,15.7742857142857
"18-05-2024",19.26,25.67,16.36,19,18.84,39.02,30.05,24.0285714285714
"19-05-2024",13.2,24.28,17.3,19.26,16.52,36.99,25.58,21.8757142857143
"20-05-2024",7.21,11.07,8.64,6.98,7.38,16.76,16.37,10.63
"21-05-2024",15.22,15.06,12.12,10.47,16.96,30.65,23.68,17.7371428571429
"22-05-2024",13.03,10.89,9.56,9.74,12.49,16.82,18.87,13.0571428571429
"23-05-2024",11.85,18.06,9.59,15.56,10.59,28.44,19.04,16.1614285714286
"24-05-2024",15.33,19.22,11.38,13.88,10.19,28.41,20.98,17.0557142857143
"25-05-2024",15.75,19.31,12.76,14.07,12.79,34.63,20.73,18.5771428571429
"26-05-2024",8.34,9.77,6.11,8.99,5.21,14.73,8.04,8.74142857142857
"27-05-2024",NA,9.69,6.04,8.71,3.35,12.4,7.78,7.995
"28-05-2024",20.58,26.78,19.08,27.08,21.36,40.31,28.02,26.1728571428571
"29-05-2024",35.48,30.39,25.15,25.83,29.83,52.07,29.48,32.6042857142857
"30-05-2024",36.87,23.52,20.07,26.44,20.07,46,25.38,28.3357142857143
"31-05-2024",32.13,21.39,16.5,16.98,14.15,33.41,22.09,22.3785714285714
"01-06-2024",34.15,21.2,16.74,17.29,12.12,36.31,19.93,22.5342857142857
"02-06-2024",29.8,16.88,15.01,18.26,14.38,37.55,19.43,21.6157142857143
"03-06-2024",29.77,18.23,14.59,18.58,15.24,32.54,17.77,20.96
"04-06-2024",34.42,24.16,16.6,21.18,14.04,33.26,19.34,23.2857142857143
"05-06-2024",35.23,30.13,21.8,30.9,17.68,44.1,27.17,29.5728571428571
"06-06-2024",38.9,33.2,29.45,33.53,32.94,50.84,34.9,36.2514285714286
"07-06-2024",31.58,31.88,22.46,28.52,33.79,46.23,30.55,32.1442857142857
"08-06-2024",28.4,27.76,19.93,21.24,23.08,42.09,24.34,26.6914285714286
"09-06-2024",32.09,27.49,22.45,24.03,22.3,41.19,22.23,27.3971428571429
"10-06-2024",29.58,26.2,19.68,21.84,22.36,39.43,30.66,27.1071428571429
"11-06-2024",21.25,16.76,13.98,15.42,15.68,33.31,14.41,18.6871428571429
"12-06-2024",26.34,21.65,16.02,18.46,21.5,NA,21.12,20.8483333333333
"13-06-2024",29.09,24.26,18.27,24.58,18.31,NA,23.04,22.925
"14-06-2024",34.93,30.66,22.63,28.2,23.46,58.08,25.15,31.8728571428571
"15-06-2024",31.25,28.65,20.73,28.59,19.48,43.34,24.14,28.0257142857143
"16-06-2024",28.05,25.03,18.49,21.45,17.2,36.44,21.07,23.9614285714286
"17-06-2024",29.89,26.09,19.86,23.37,16.22,35,23.15,24.7971428571429
"18-06-2024",27.14,27.84,19.69,26.48,24,40.93,25.31,27.3414285714286
"19-06-2024",24.89,27.39,21.07,24.33,27.72,42.02,22.49,27.13
"20-06-2024",20.03,16.24,13.55,15.31,16.35,30.58,19.82,18.84
"21-06-2024",24.11,24.75,15.14,19.06,17.4,31.76,28.65,22.9814285714286
"22-06-2024",17.68,15.94,10.42,14.74,10.61,23.91,16.97,15.7528571428571
"23-06-2024",17.06,8.9,9.58,9.85,9.13,21.45,12.88,12.6928571428571
"24-06-2024",23.43,13.62,12.63,16.08,12.35,30.14,14.94,17.5985714285714
"25-06-2024",23.68,18.67,13.92,17.47,19.64,28.35,18.33,20.0085714285714
"26-06-2024",12.42,10.69,12.2,11,11.98,7.29,11.29,10.9814285714286
"27-06-2024",8.02,10.28,5.52,5.62,5.54,4.6,10.93,7.21571428571429
"28-06-2024",10.5,10.4,5.52,5.41,5.63,6.62,12.13,8.03
"29-06-2024",17.55,14.13,9.01,11.12,9.18,13.12,16.96,13.01
"30-06-2024",22.1,27.87,14.6,19.83,22.8,21.8,26.61,22.23
"01-07-2024",22.52,26.86,14.56,19.66,16.19,22.43,24.31,20.9328571428571
"02-07-2024",20.38,18.49,13.63,15.84,13.64,16.34,17.14,16.4942857142857
"03-07-2024",19.79,21.96,19.59,18.36,12.73,17.48,22.17,18.8685714285714
"04-07-2024",16.82,21.11,20.87,20.26,13.47,23.53,25.21,20.1814285714286
"05-07-2024",17.02,18.55,23.78,18.03,14.91,17.02,22.48,18.8271428571429
"06-07-2024",13.69,21.02,21.05,20.08,14.98,15.91,22.23,18.4228571428571
"07-07-2024",14.16,12.09,18.36,10.02,8.9,15.49,16.39,13.63
"08-07-2024",15.87,10.81,16.58,15.51,8.48,14.75,17.4,14.2
"09-07-2024",17.4,12.51,14.79,18.55,12.27,13.9,15.19,14.9442857142857
"10-07-2024",17.89,19.28,19.07,24.02,13.48,18.58,17.77,18.5842857142857
"11-07-2024",24.39,33.56,22.41,32.97,17.05,35.52,25.07,27.2814285714286
"12-07-2024",19.2,18.93,19.22,30.02,14.59,26.79,20.59,21.3342857142857
"13-07-2024",24.74,19.76,21.75,31.16,11.96,25.3,21.99,22.38
"14-07-2024",18.55,12.73,20.1,21.27,9.36,16.34,17.59,16.5628571428571
"15-07-2024",13.86,9.74,14.37,13.29,4.38,7.1,13.29,10.8614285714286
"16-07-2024",13.21,11.39,12.68,12.75,3.84,6.78,15.21,10.8371428571429
"17-07-2024",13.76,9.63,15.48,15.01,5.81,6.59,13.11,11.3414285714286
"18-07-2024",11.43,11.32,13.72,14.16,7.48,6.65,13.95,11.2442857142857
"19-07-2024",9.43,12.75,13.38,15.1,6.46,6.36,14.47,11.1357142857143
"20-07-2024",8.82,13.18,14.2,13.72,4.77,6.14,12.23,10.4371428571429
"21-07-2024",11.28,11.1,14.18,5.52,5.26,11.01,12.22,10.0814285714286
"22-07-2024",12.83,12.21,14.16,8.03,5.82,15.37,11.82,11.4628571428571
"23-07-2024",14.4,12.71,16.22,16.39,8.5,14.1,16.03,14.05
"24-07-2024",15.87,15.6,19.26,23.6,18.2,17.13,19.58,18.4628571428571
"25-07-2024",25.47,30.85,27.18,32.44,23.78,24.69,30.65,27.8657142857143
"26-07-2024",21.24,23.74,18.32,17.99,15.23,16.75,22.28,19.3642857142857
"27-07-2024",13.76,12.59,12.09,10.26,8.53,14.24,18.3,12.8242857142857
"28-07-2024",14.42,12.89,11.08,7.68,8.78,12.5,14.18,11.6471428571429
"29-07-2024",13.02,16.96,11.37,10.29,8.99,13.03,15.25,12.7014285714286
"30-07-2024",25.41,19.6,15.34,22.71,19.06,20.87,21.35,20.62
"31-07-2024",25.15,28.63,20.84,29.1,23.47,30.36,24.25,25.9714285714286
"01-08-2024",18.27,19.88,18.94,25.37,15.07,22.65,19.43,19.9442857142857
"02-08-2024",15.12,9.79,18.57,21.29,13.05,16.76,17.26,15.9771428571429
"03-08-2024",19.22,8.59,12.83,16.57,10.79,11.65,14.29,13.42
"04-08-2024",21.56,12.37,17.09,19.56,12.74,16.17,19.65,17.02
"05-08-2024",20.76,17.71,16.91,26.2,17.67,20.21,21.46,20.1314285714286
"06-08-2024",24.61,29.87,23.93,32.33,19.51,27.16,24.99,26.0571428571429
"07-08-2024",19.89,19.36,17.54,15.07,9.98,15.54,16.42,16.2571428571429
"08-08-2024",22.1,22.41,17.77,20.47,10.15,15.96,16.81,17.9528571428571
"09-08-2024",20.93,17.66,15.78,22.94,17.53,18.02,20.89,19.1071428571429
"10-08-2024",19.27,27.17,21.75,29.48,24.19,30.42,22.8,25.0114285714286
"11-08-2024",24.04,29.36,27.54,31.58,26.86,36.25,26.22,28.8357142857143
"12-08-2024",23.68,28.26,24.08,26.02,25.34,33.69,22.23,26.1857142857143
"13-08-2024",22.73,28.71,23.38,24.91,23.9,26.16,18.95,24.1057142857143
"14-08-2024",29.66,32.99,33.93,37.47,37,54.14,24.6,35.6842857142857
"15-08-2024",25.74,33.77,32.69,26.92,29.81,50.8,28.4,32.59
"16-08-2024",21.24,26.94,23.63,29.5,28.72,42.16,22.88,27.8671428571429
"17-08-2024",NA,27.69,27.6,40.43,25.38,37.07,28.83,31.1666666666667
"18-08-2024",11.02,16.19,19.89,25.65,12.05,20.8,19.75,17.9071428571429
"19-08-2024",19.46,22.81,20.81,32.87,13.2,31.99,19.56,22.9571428571429
"20-08-2024",21.52,27.96,23.83,44.56,26.38,33.12,33.29,30.0942857142857
"21-08-2024",25.13,28.49,29.88,49.59,22.4,31.41,26.8,30.5285714285714
"22-08-2024",29.46,31.16,25.94,50.84,22.68,29.9,22.75,30.39
"23-08-2024",17.25,17.69,10.35,31.64,21.63,20.85,13.91,19.0457142857143
"24-08-2024",15.6,13.18,8.17,15.68,11.37,17.52,12.43,13.4214285714286
"25-08-2024",23.23,25.73,17.17,34.69,17.39,26.71,20.82,23.6771428571429
"26-08-2024",16.43,17.56,9.02,18.09,11.98,16.3,11.86,14.4628571428571
"27-08-2024",15.19,10.31,9.47,13.79,10.11,15.29,9.67,11.9757142857143
"28-08-2024",18.63,10.74,12.22,12.09,10.56,18.7,10.04,13.2828571428571
"29-08-2024",12.84,13.27,12.22,17.9,14.12,22.33,11.97,14.95
"30-08-2024",14.45,12.76,10.09,15.74,14.09,18.37,14.25,14.25
"31-08-2024",10.81,12.03,7.75,9.23,9.05,15.23,10.87,10.71
"01-09-2024",12.21,12.19,8.29,13.6,8.22,14.89,11.08,11.4971428571429
"02-09-2024",12.72,14.32,8.64,13.9,7.34,16.99,12.94,12.4071428571429
"03-09-2024",17.97,11.35,9.81,21.25,13.55,20.76,14.4,15.5842857142857
"04-09-2024",14.78,15.97,15.14,30.97,19.85,21.58,16.36,19.2357142857143
"05-09-2024",14.28,16.3,12.05,28.77,14.6,21.59,14.63,17.46
"06-09-2024",16.91,16.24,14.83,15.81,12.32,20.15,19.07,16.4757142857143
"07-09-2024",18.7,27.7,18.72,17.46,18.63,29.17,22.26,21.8057142857143
"08-09-2024",10.27,15.59,9.77,9.84,10.67,16.2,9.63,11.71
"09-09-2024",9.51,14.75,8.21,6.36,6.78,14.23,9.68,9.93142857142857
"10-09-2024",13.26,15.01,10.59,13.83,9.56,17.29,12.42,13.1371428571429
"11-09-2024",20.18,18.38,16.75,25.87,15.73,21.97,17.77,19.5214285714286
"12-09-2024",29.28,45.97,25.66,46.78,27.55,33.99,32.64,34.5528571428571
"13-09-2024",30.77,40.59,31.86,43.5,25.7,32.45,30.98,33.6928571428571
"14-09-2024",13.51,17.28,11.09,11.95,11.09,13.1,15.02,13.2914285714286
"15-09-2024",9.41,12.63,9.92,6.11,7.18,10.96,10.65,9.55142857142857
"16-09-2024",17.76,19.31,18.74,22.14,12.51,23.27,18.92,18.95
"17-09-2024",24.42,27.44,26.39,26.67,15.19,30.72,21.74,24.6528571428571
"18-09-2024",23.85,27.43,24.69,24.17,16.92,29.13,22.91,24.1571428571429
"19-09-2024",40.13,57.09,50.49,63.12,31.2,47.05,40.61,47.0985714285714
"20-09-2024",47.62,73.04,54.27,70.21,41.23,53.32,48.29,55.4257142857143
"21-09-2024",26.12,35.07,29.71,38.21,29.05,36.24,NA,32.4
"22-09-2024",26.53,33.55,26.58,34.01,20.23,29.01,NA,28.3183333333333
"23-09-2024",35.49,46.11,37.95,55.51,30.29,39.12,18.47,37.5628571428571
"24-09-2024",12.54,11.82,11.81,9.98,10.52,16.21,10.98,11.98
"25-09-2024",10.7,10.17,9.49,6.84,7.59,10.11,10.11,9.28714285714286
"26-09-2024",11.85,13.27,9.25,7.6,6.14,10.94,12.01,10.1514285714286
"27-09-2024",12.67,13.1,9.49,5.87,7.19,12.05,13.55,10.56
"28-09-2024",10.46,12.78,10.55,14.54,10.91,14.44,16.02,12.8142857142857
"29-09-2024",14.03,16.12,15.7,18.74,15.58,18.79,18.41,16.7671428571429
"30-09-2024",30.77,38.62,30.97,48.52,24.65,36.89,29.52,34.2771428571429
"01-10-2024",39.34,54.27,41.91,52.13,38.32,41.35,44.43,44.5357142857143
"02-10-2024",38.67,55.63,39.16,43.31,35.93,47.05,52.32,44.5814285714286
"03-10-2024",44.3,64.95,41.67,53.38,42.66,43.32,45.9,48.0257142857143
"04-10-2024",37.4,49.63,30.06,47.62,33.93,34.43,39.18,38.8928571428571
"05-10-2024",26.14,31.03,26.78,26.74,19.09,31.65,22.92,26.3357142857143
"06-10-2024",39.48,44.7,31.83,32.87,4.71,38.11,32.87,32.0814285714286
"07-10-2024",20.11,15.07,15.15,17.07,10.31,22.08,14.19,16.2828571428571
"08-10-2024",19.29,16.2,15.4,23.36,16.39,23.86,14.28,18.3971428571429
"09-10-2024",21.53,14.44,14.46,20.18,18.26,25.2,15.54,18.5157142857143
"10-10-2024",15.9,10.82,12.27,15.93,10.79,15.49,12.82,13.4314285714286
"11-10-2024",17.34,13.11,12.52,23.61,10.84,8.28,15.42,14.4457142857143
"12-10-2024",21.17,25.18,15.01,23.88,12.06,21.07,20.83,19.8857142857143
"13-10-2024",37.64,52,28.26,52.28,32.79,44.53,35.54,40.4342857142857
"14-10-2024",66.6,92.57,52.25,89.83,56.92,78.44,65.11,71.6742857142857
"15-10-2024",78.1,103.17,58.43,103.83,64.97,90.01,72.59,81.5857142857143
"16-10-2024",54.34,81.4,36.25,67.66,46.21,66.34,57.21,58.4871428571429
"17-10-2024",47.35,62.55,26.92,35.8,33.87,56.88,41.29,43.5228571428571
"18-10-2024",25.03,29.98,13.43,17.21,18.98,28.49,22.42,22.22
"19-10-2024",29.12,28.38,17.55,12.71,19.47,28.88,26.99,23.3
"20-10-2024",51.75,75.19,37.58,43.5,41.58,65.5,53.71,52.6871428571429
"21-10-2024",56.04,78.67,40.35,42.48,39.46,68.02,53.14,54.0228571428571
"22-10-2024",49.91,71.27,32.58,32.62,41.63,58.73,45.06,47.4
"23-10-2024",38.91,52.9,25.1,27.96,27.6,42.99,29.83,35.0414285714286
"24-10-2024",19.21,18.4,15.29,13.06,10.07,21.62,14.81,16.0657142857143
"25-10-2024",24.98,30.28,19.11,16.21,10.79,22.56,17.9,20.2614285714286
"26-10-2024",35.83,41.37,29.03,25.7,22.61,41.89,31,32.49
"27-10-2024",35.52,48.8,28.76,29.84,25.01,45.01,32.03,34.9957142857143
"28-10-2024",35.84,42.47,29.74,25.13,33.18,48.12,36.9,35.9114285714286
"29-10-2024",35.99,46.82,30.89,39.62,41.08,65.1,34.86,42.0514285714286
"30-10-2024",30.41,36.42,26.52,31.46,31.26,28.65,28.63,30.4785714285714
"31-10-2024",38.51,81.31,25.11,35.32,25.55,35.31,30.79,38.8428571428571
"01-11-2024",76.73,106.89,55.43,80.3,59.53,60.72,54.62,70.6028571428571
"02-11-2024",125.62,190.3,129.5,152.8,109.95,120.12,109.09,133.911428571429
"03-11-2024",86.7,102.48,84.2,84.38,57.31,77.12,81.45,81.9485714285714
"04-11-2024",86.89,93.78,75.63,67.4,64.28,79.04,79.88,78.1285714285714
"05-11-2024",76.26,82.05,67.72,61.74,54.7,75.03,73.3,70.1142857142857
"06-11-2024",48.81,55.93,42.56,45.05,37.5,57.5,49.12,48.0671428571429
"07-11-2024",51.89,63.8,43.68,50.58,43.67,66.53,52.9,53.2928571428571
"08-11-2024",42.91,52.02,33.54,39.04,42.65,50.7,45.97,43.8328571428571
"09-11-2024",42.42,43.06,33.25,38.72,30.31,44.31,42.6,39.2385714285714
"10-11-2024",41.12,39.82,33.42,31.85,28.86,36.15,36.03,35.3214285714286
"11-11-2024",47.29,39.8,28.02,24,33.86,38.37,32.38,34.8171428571429
"12-11-2024",48.48,48.25,35.78,27.77,42.89,51.4,44.66,42.7471428571429
"13-11-2024",67.49,75.8,53.4,60.39,51.73,71.54,65.32,63.6671428571429
"14-11-2024",90.85,137.13,77.11,102.64,72.79,94.84,93.62,95.5685714285714
"15-11-2024",80.95,111.38,70.09,94.16,71.27,90.14,79.78,85.3957142857143
"16-11-2024",75,113.84,64.35,95.34,67.65,90.03,75.82,83.1471428571429
"17-11-2024",87.36,115.88,74.74,103.46,71.68,91.66,80.74,89.36
