Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,73.08,166.31,22.33,66.69,89.02,29.50,17.62,0.66,NA,10.90,25.68,NA,NA,6.94,3.13,18.90,86.36,0.26,201.48,0.00,0.00,155.67,NA,0.02
2022-01-02 00:00:00,67.59,148.47,17.73,60.83,78.56,28.99,11.64,0.38,NA,10.23,25.53,NA,NA,3.77,1.22,17.65,94.15,0.27,218.62,0.00,0.00,153.93,NA,0.03
2022-01-03 00:00:00,68.78,169.30,34.13,77.37,113.28,30.38,11.29,1.00,58.43,17.14,32.04,NA,NA,7.41,2.49,18.00,85.75,0.24,167.12,0.00,0.00,168.68,NA,0.03
2022-01-04 00:00:00,95.76,213.32,22.93,67.13,89.76,31.25,14.01,1.15,35.81,20.44,29.74,NA,NA,6.85,2.50,17.56,83.68,0.28,146.23,0.00,0.00,162.82,NA,0.03
2022-01-05 00:00:00,103.24,218.42,37.96,81.76,123.69,32.79,14.04,1.68,31.48,25.66,34.58,NA,NA,8.51,3.17,17.72,84.30,0.22,164.72,0.00,0.00,168.92,NA,0.03
2022-01-06 00:00:00,95.43,209.95,50.79,94.08,144.86,34.19,11.40,1.98,32.66,38.32,49.21,NA,NA,13.86,4.93,18.50,85.90,0.17,186.03,0.00,0.00,144.64,NA,0.02
2022-01-07 00:00:00,101.84,225.95,39.08,91.17,130.25,28.27,11.87,2.08,30.43,36.88,57.86,NA,NA,14.61,5.47,19.52,84.02,0.23,184.08,0.00,0.00,154.69,NA,0.02
2022-01-08 00:00:00,81.95,182.80,41.24,59.67,102.39,18.22,9.22,2.01,33.50,21.76,43.06,NA,NA,12.60,4.48,20.56,84.25,0.27,140.04,0.00,0.00,159.53,NA,0.02
2022-01-09 00:00:00,86.67,217.01,57.15,78.07,135.21,20.03,9.33,1.67,32.92,22.52,39.00,NA,NA,14.97,6.44,20.94,86.45,0.22,149.40,0.00,0.00,163.30,NA,0.03
2022-01-10 00:00:00,73.13,NA,40.72,77.02,117.74,17.80,10.81,1.49,29.59,23.50,33.01,NA,NA,11.36,4.26,21.45,87.56,0.18,159.39,0.00,0.00,130.58,NA,0.01
2022-01-11 00:00:00,77.61,NA,24.10,62.80,86.18,15.97,10.58,1.11,38.46,22.14,29.40,NA,NA,8.32,3.50,22.13,87.73,0.41,143.52,0.00,0.40,127.46,NA,0.02
2022-01-12 00:00:00,40.33,NA,17.13,53.00,69.99,15.56,9.37,0.79,11.43,10.51,19.26,NA,NA,4.41,1.95,19.03,99.45,0.28,174.60,0.00,0.20,47.80,NA,0.02
2022-01-13 00:00:00,49.98,NA,18.49,56.30,74.61,16.16,13.82,0.93,15.90,12.68,20.70,NA,NA,3.62,1.30,20.32,97.21,0.26,168.32,0.01,1.20,133.68,NA,0.02
2022-01-14 00:00:00,43.46,NA,12.93,44.64,57.58,16.19,8.69,0.73,28.32,12.79,16.30,NA,NA,3.07,0.93,18.95,99.32,0.54,68.36,0.00,0.00,41.66,NA,0.01
2022-01-15 00:00:00,52.52,NA,17.84,53.43,71.28,18.04,12.31,0.95,29.72,10.99,19.74,NA,NA,3.30,1.03,19.18,86.76,0.32,121.79,0.00,0.40,114.56,NA,0.02
2022-01-16 00:00:00,61.33,NA,14.54,47.35,61.88,18.81,12.92,0.68,37.88,7.94,10.53,NA,NA,2.66,0.86,18.42,84.73,0.35,156.34,0.00,0.00,167.92,NA,0.02
2022-01-17 00:00:00,69.73,NA,16.81,52.58,69.39,18.28,12.60,0.87,34.45,10.34,16.35,NA,NA,4.82,2.24,17.61,86.24,0.27,190.75,0.00,0.00,163.65,NA,0.02
2022-01-18 00:00:00,77.78,195.34,18.62,53.94,72.34,20.34,11.58,1.16,32.75,7.55,11.81,NA,NA,2.17,0.83,17.45,86.28,0.29,204.84,0.00,0.00,164.39,NA,0.02
2022-01-19 00:00:00,95.24,200.93,26.71,64.25,90.95,21.54,10.83,1.41,30.97,5.53,19.17,NA,NA,2.47,0.92,17.46,84.73,0.28,198.31,0.00,0.00,165.42,NA,0.03
2022-01-20 00:00:00,101.96,220.35,30.74,68.91,99.66,21.86,15.03,1.55,28.45,5.69,16.46,NA,NA,2.71,0.89,17.63,83.79,0.29,184.75,0.00,0.00,157.02,NA,0.03
2022-01-21 00:00:00,102.94,224.80,27.52,67.97,95.48,20.13,17.30,1.64,36.17,8.44,18.84,NA,NA,4.05,1.14,19.21,92.93,0.26,145.29,0.00,0.00,120.02,NA,0.03
2022-01-22 00:00:00,69.08,141.73,9.41,41.17,50.58,16.01,7.05,1.02,34.54,4.66,12.87,NA,NA,1.23,0.43,20.14,99.44,0.61,83.97,0.01,0.80,105.11,NA,0.02
2022-01-23 00:00:00,87.26,174.53,12.28,44.37,56.66,16.32,8.19,1.42,29.00,4.53,12.54,NA,NA,0.91,0.31,18.91,99.45,0.59,83.27,0.04,3.40,52.67,NA,0.03
2022-01-24 00:00:00,62.74,110.20,17.37,50.63,68.00,18.14,6.93,1.17,31.52,5.01,20.30,NA,NA,3.25,1.49,18.20,99.47,0.55,98.17,0.00,0.20,64.77,NA,0.02
2022-01-25 00:00:00,72.86,144.52,21.21,58.33,79.55,19.36,7.69,1.32,14.45,5.95,11.43,NA,NA,3.27,1.12,20.11,97.32,0.25,159.75,0.00,0.00,126.50,NA,0.03
2022-01-26 00:00:00,73.47,131.93,16.86,50.32,67.19,19.13,10.22,1.11,29.48,3.97,7.08,NA,NA,1.64,0.56,20.64,94.40,0.38,136.92,0.00,0.00,131.63,NA,0.03
2022-01-27 00:00:00,62.36,124.19,20.90,51.52,73.08,20.09,9.46,1.08,23.94,2.99,6.03,NA,NA,1.88,0.56,19.23,77.59,0.32,128.61,0.00,0.00,173.16,NA,0.03
2022-01-28 00:00:00,64.70,172.31,19.37,50.48,69.85,21.68,8.67,0.98,32.24,4.09,9.95,NA,NA,3.10,1.12,16.91,72.98,0.45,162.04,0.00,0.00,170.70,NA,0.03
2022-01-29 00:00:00,74.21,180.69,22.88,55.75,78.19,22.30,9.07,1.22,32.29,4.40,7.82,NA,NA,3.16,1.10,16.56,79.78,0.38,166.85,0.00,0.00,186.68,NA,0.02
2022-01-30 00:00:00,95.35,230.37,53.84,86.43,140.27,25.80,7.89,1.68,28.67,9.39,22.60,NA,NA,7.44,2.79,17.39,74.39,0.30,215.65,0.00,0.00,182.70,NA,0.03
2022-01-31 00:00:00,56.20,128.63,12.93,48.30,61.30,18.65,10.82,0.98,30.28,3.96,5.03,NA,NA,1.75,0.54,19.39,84.49,0.28,138.02,0.00,0.00,178.95,NA,0.02
2022-02-01 00:00:00,46.57,119.57,20.98,55.98,76.67,18.22,13.78,1.08,30.69,5.02,12.46,NA,NA,2.33,1.19,20.80,82.46,0.31,203.02,0.00,0.00,179.89,NA,-0.05
2022-02-02 00:00:00,53.26,116.75,15.70,51.21,66.91,17.59,12.31,1.01,29.32,4.77,7.70,NA,NA,1.40,0.78,22.10,77.61,0.27,175.86,0.00,0.00,169.93,NA,0.01
2022-02-03 00:00:00,38.32,79.10,8.90,37.75,46.65,16.08,12.74,0.72,28.15,1.66,2.38,NA,NA,0.48,0.28,22.88,91.47,0.41,132.92,0.00,0.00,118.22,NA,0.02
2022-02-04 00:00:00,19.72,45.35,9.27,35.43,44.62,17.74,3.26,0.69,27.37,1.65,3.18,NA,NA,0.63,0.29,19.15,99.49,0.69,120.75,0.15,14.20,47.56,NA,0.02
2022-02-05 00:00:00,33.95,92.22,26.96,60.55,87.50,22.32,6.55,1.24,27.17,5.47,9.77,NA,NA,2.40,0.99,18.97,80.43,0.41,208.73,0.00,0.00,204.56,NA,0.03
