Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,93.93,172.80,61.28,68.45,130.73,5.07,6.26,0.69,15.90,NA,NA,NA,NA,NA,NA,18.85,81.45,1.01,266.00,NA,0.00,114.32,NA,0.00
2022-01-02 00:00:00,83.48,153.31,36.72,63.12,100.84,4.00,5.69,0.49,15.58,NA,NA,NA,NA,NA,NA,17.69,89.91,1.17,265.66,NA,0.00,113.76,NA,-0.01
2022-01-03 00:00:00,76.82,181.11,75.29,66.81,143.10,4.27,7.76,0.89,22.74,NA,NA,NA,NA,NA,NA,18.10,81.78,0.77,268.47,NA,0.00,118.55,NA,0.00
2022-01-04 00:00:00,69.68,213.16,58.05,75.41,133.34,7.08,7.27,0.81,21.68,NA,NA,NA,NA,NA,NA,17.79,77.87,0.80,260.02,NA,0.00,114.73,NA,0.00
2022-01-05 00:00:00,135.51,265.18,77.07,80.88,156.16,8.15,7.93,1.17,15.60,NA,NA,NA,NA,NA,NA,17.96,80.18,0.72,256.74,NA,0.00,118.58,NA,0.00
2022-01-06 00:00:00,124.10,271.77,125.76,86.49,210.15,9.20,7.20,1.45,18.16,NA,NA,NA,NA,NA,NA,18.66,82.64,0.41,220.69,NA,0.00,105.75,NA,0.01
2022-01-07 00:00:00,125.40,237.92,77.28,84.05,159.23,9.54,4.91,1.17,11.17,NA,NA,NA,NA,NA,NA,19.86,78.49,0.47,258.58,NA,0.00,114.28,NA,0.01
2022-01-08 00:00:00,94.66,201.78,78.03,81.12,157.50,9.21,4.18,1.18,7.82,NA,NA,NA,NA,NA,NA,20.93,80.24,0.41,248.32,NA,0.00,119.69,NA,0.02
2022-01-09 00:00:00,99.00,211.95,102.11,78.32,178.22,8.92,4.57,1.21,7.52,NA,NA,NA,NA,NA,NA,21.27,83.27,0.31,201.20,NA,0.00,116.84,NA,0.01
2022-01-10 00:00:00,96.81,199.71,80.43,73.68,152.01,8.37,5.47,1.09,20.89,NA,NA,NA,NA,NA,NA,21.65,84.05,0.29,220.91,NA,0.00,95.71,NA,0.01
2022-01-11 00:00:00,98.82,192.50,46.81,69.07,113.77,7.78,4.42,0.70,25.74,NA,NA,NA,NA,NA,NA,22.01,85.30,0.85,207.32,NA,0.00,94.64,NA,-0.02
2022-01-12 00:00:00,46.72,101.27,15.47,69.08,82.44,8.31,4.28,0.53,8.03,NA,NA,NA,NA,NA,NA,19.03,97.87,0.61,251.13,NA,0.00,40.09,NA,0.01
2022-01-13 00:00:00,55.47,117.44,15.87,68.65,82.43,8.66,8.33,0.52,14.68,NA,NA,NA,NA,NA,NA,20.22,92.94,0.85,255.72,NA,0.00,105.99,NA,0.01
2022-01-14 00:00:00,57.47,108.79,13.14,64.89,70.32,9.92,5.44,0.43,9.05,NA,NA,NA,NA,NA,NA,18.76,91.42,0.48,224.72,NA,0.00,36.95,NA,0.00
2022-01-15 00:00:00,57.25,119.41,22.03,49.04,60.46,11.18,7.24,0.44,15.91,NA,NA,NA,NA,NA,NA,19.11,83.47,0.97,255.38,NA,0.00,79.56,NA,-0.00
2022-01-16 00:00:00,73.53,136.73,19.32,35.14,54.46,11.36,6.04,0.38,8.99,NA,NA,NA,NA,NA,NA,18.44,74.31,1.31,262.09,NA,0.00,121.39,NA,-0.02
2022-01-17 00:00:00,88.28,171.17,17.81,34.69,52.50,11.22,6.40,0.50,11.00,NA,NA,NA,NA,NA,NA,17.70,79.67,1.30,264.34,NA,0.00,114.54,NA,-0.01
2022-01-18 00:00:00,98.87,199.74,20.01,32.60,52.61,11.38,5.80,0.56,17.88,NA,NA,NA,NA,NA,NA,17.63,81.84,1.15,269.17,NA,0.00,119.59,NA,-0.00
2022-01-19 00:00:00,117.28,228.44,27.92,30.37,58.30,12.40,4.73,0.69,19.80,NA,NA,NA,NA,NA,NA,17.64,81.57,1.01,267.38,NA,0.00,119.68,NA,-0.00
2022-01-20 00:00:00,131.50,269.06,51.74,34.16,85.90,13.40,4.64,0.91,5.84,NA,NA,NA,NA,NA,NA,17.69,80.11,0.62,243.47,NA,0.00,112.40,NA,0.01
2022-01-21 00:00:00,127.98,232.88,61.20,35.08,96.37,12.95,5.21,0.98,17.84,NA,NA,NA,NA,NA,NA,19.32,89.38,0.38,134.08,NA,0.00,92.52,NA,0.01
