Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-05-27,22.711354166666666,42.72666666666667,10.524340277777778,13.255729166666667,21.005347222222223,10.22295138888889,15.685347222222221,0.5126041666666666,54.422673611111115,5.150243055555555,6.5186111111111105,,,0.35913194444444446,0.7556249999999999,28.387048611111112,81.31496527777777,1.4792013888888889,176.08163194444444,0.004166666666666667,0.004166666666666667,225.25194444444443,1000.9614583333333,0.038854166666666655
2023-05-28,25.822083333333335,45.7275,10.572847222222222,12.876284722222223,20.835486111111113,10.341215277777778,15.011284722222221,0.5166319444444444,58.59236111111111,3.5307638888888886,2.715659722222222,,,0.12340277777777779,0.3088194444444444,30.527986111111108,70.34461805555556,1.6152430555555555,116.77493055555556,0.0,0.0,256.39968749999997,1001.69375,0.03572916666666667
2023-05-29,34.22802083333333,68.68989583333332,10.74878472222222,14.019652777777779,21.56114583333333,9.935416666666667,17.14378472222222,0.535,49.99288194444444,7.510833333333333,5.3947569444444445,,,0.7260763888888889,1.4375,31.810243055555556,64.5801736111111,1.3272569444444444,200.25791666666666,0.0,0.0,293.5445138888889,1002.495138888889,0.035312500000000004
2023-05-30,41.48666666666667,80.29552083333333,10.778715277777778,13.668194444444445,21.409791666666667,10.107395833333333,30.882986111111112,0.47951388888888885,63.729236111111106,4.681770833333333,4.435347222222222,,,0.3056597222222222,0.7482638888888888,32.319652777777776,68.434375,2.1640277777777777,216.35458333333335,0.0,0.0,246.29770833333336,1001.4965277777778,0.023923611111111107
2023-05-31,38.862500000000004,73.47760416666667,10.733298611111111,13.522743055555557,21.253680555555555,10.151006944444445,12.122777777777777,0.4849305555555556,67.57715277777778,5.969166666666666,4.669930555555555,,,0.2821875,0.6864930555555556,32.675381944444446,69.84684027777779,1.899548611111111,193.8867013888889,0.0,0.0,247.2179166666667,999.6722222222221,0.02791666666666667
2023-06-01,38.49229166666667,81.29833333333333,10.642986111111112,13.697048611111112,21.293506944444445,10.120451388888888,20.837743055555556,0.5713541666666667,80.03548611111111,9.933715277777777,5.443819444444444,,,0.45881944444444445,1.000902777777778,33.22524305555556,63.75229166666667,1.7744444444444445,204.9194097222222,0.0,0.0,251.10006944444444,998.5173611111112,0.026284722222222223
2023-06-02,39.15708333333333,78.56052083333333,10.45875,13.184097222222222,20.917118055555555,10.292569444444444,12.374722222222223,0.5315625,77.89611111111111,4.933645833333333,4.777152777777778,,,0.2863194444444444,0.6442708333333333,32.88642361111111,68.81020833333334,2.210277777777778,215.75440972222222,0.0,0.0,247.39246527777777,998.4211805555556,0.011493055555555567
2023-06-03,38.66246527777778,80.57625,10.276284722222222,13.178229166666666,20.727048611111112,10.264930555555555,11.9240625,0.5219791666666667,79.26694444444445,2.854479166666667,3.9033680555555557,,,0.18857638888888886,0.37847222222222227,32.794270833333336,71.65947916666667,2.6767708333333338,217.9457986111111,0.0,0.0,262.93118055555556,999.3569444444444,-0.002152777777777779
2023-06-04,36.95135416666667,72.12395833333333,10.627777777777778,12.832881944444445,20.827916666666667,10.385451388888889,10.870694444444444,0.47788194444444443,80.44562499999999,1.7900347222222222,1.2891666666666668,,,0.1015625,0.1694097222222222,32.57711805555555,73.66336805555555,2.551979166666667,213.31958333333333,0.0,0.0,238.31635416666666,999.0871527777778,0.006666666666666671
2023-06-05,41.354642857142856,71.7475,10.47564393939394,13.185833333333333,20.756553030303028,16.403598484848484,9.298958333333333,0.5072569444444445,66.91072463768116,7.673715277777777,5.834861111111111,,,2.1938194444444448,2.6680902777777775,33.354930555555555,65.19020833333333,1.913263888888889,213.06222222222223,0.0,0.0,255.34034722222222,997.7420138888889,0.02638888888888888
2023-06-06,40.28541666666667,81.49249999999999,10.56875,13.3196875,20.5509375,10.207951388888889,12.283368055555556,0.5324305555555556,72.47590277777778,4.7040625,5.080555555555556,,,0.29888888888888887,0.6330555555555556,33.142048611111115,68.68246527777778,2.1261805555555555,217.47107638888892,0.0,0.0,254.7046875,996.50625,0.02673611111111111
2023-06-07,40.888068181818184,79.33789855072463,10.74663043478261,13.690144927536233,20.925652173913043,10.134601449275362,11.117971014492754,0.588125,70.11475694444444,10.45329861111111,8.339756944444444,,,2.335590277777778,3.1205555555555553,33.04902777777777,66.65690972222222,1.9389583333333336,215.00819444444446,0.0,0.0,201.44145833333334,995.9878472222222,0.029930555555555547
2023-06-08,36.660000000000004,71.95555555555556,10.986284722222223,12.991423611111111,20.725381944444443,10.307465277777778,12.66954861111111,0.5077083333333333,62.83697916666667,4.965729166666667,4.681909722222222,,,0.22416666666666665,0.5124652777777777,32.01892361111111,80.56218750000001,1.7298958333333332,204.62840277777778,0.0,0.0,136.06968750000001,995.6506944444444,0.029409722222222223
2023-06-09,24.962395833333332,50.725208333333335,10.561319444444445,12.589305555555555,20.20517361111111,10.43767361111111,13.047430555555556,0.48038194444444443,72.89013888888888,3.656423611111111,5.023472222222222,,,0.17239583333333333,0.3663194444444444,29.36996527777778,84.1985763888889,1.6761805555555556,197.0746875,0.18333333333333335,0.18333333333333335,139.55684027777778,994.7743055555555,0.030833333333333334
2023-06-10,26.231354166666666,50.26833333333334,10.697743055555556,12.782465277777776,20.410694444444445,10.429201388888888,13.55486111111111,0.5279513888888888,55.913263888888885,5.022916666666666,4.8244444444444445,,,0.2810763888888889,0.5522222222222223,28.751875000000002,80.26409722222222,0.862361111111111,129.50447916666667,0.0,0.0,166.48989583333332,993.7253472222222,0.035451388888888886
2023-06-11,21.98263888888889,43.86038194444444,10.504513888888889,12.488020833333332,20.15621527777778,10.442361111111111,13.652465277777777,0.4357638888888889,72.65017361111111,1.8257291666666668,1.0785416666666665,,,0.09434027777777777,0.1559722222222222,31.56107638888889,74.48927083333334,0.7738194444444444,166.65829861111112,0.0020833333333333333,0.0020833333333333333,242.08493055555553,992.8923611111112,0.03298611111111111
2023-06-12,24.91965277777778,49.13559027777777,10.459930555555555,12.879236111111112,20.29142361111111,10.350624999999999,13.188125,0.5417361111111111,58.85642361111112,5.040520833333333,6.446979166666666,,,0.2915277777777778,0.7518055555555555,29.893645833333334,80.01625,0.6701041666666666,150.4675,0.12083333333333333,0.12083333333333333,152.56086805555557,993.4819444444444,0.03302083333333334
2023-06-13,27.10361111111111,57.43038194444444,10.790381944444446,13.056006944444443,20.675104166666667,10.2315625,13.879201388888887,0.48583333333333334,63.57152777777778,5.249097222222223,5.866979166666667,,,0.2857638888888889,0.6841666666666667,31.923333333333332,73.03708333333334,0.9317708333333333,215.57315972222224,0.0020833333333333333,0.0020833333333333333,248.4857986111111,992.8989583333333,0.022222222222222223
2023-06-14,29.49213768115942,64.78246376811595,11.105289855072465,13.402355072463768,20.99163043478261,10.212826086956522,11.310069444444444,0.489927536231884,60.57541666666666,6.093784722222222,5.440243055555555,,,0.45284722222222223,0.8183333333333334,33.01829861111111,69.99499999999999,1.8293402777777779,217.48517361111112,0.0,0.0,269.1882638888889,993.3295138888889,-0.007986111111111109
2023-06-15,28.318506944444447,61.43590277777778,10.545659722222222,12.647291666666668,20.208680555555556,10.396006944444444,13.81281746031746,0.47500000000000003,66.95059027777778,3.918888888888889,3.8129861111111114,,,0.170625,0.3347569444444444,33.17805555555555,76.04288194444445,1.3331250000000001,234.3959722222222,0.0,0.0,237.426875,994.0034722222222,-0.0057986111111111086
2023-06-16,29.590173611111112,63.85493055555556,10.90986111111111,12.440347222222222,20.33791666666667,10.5084375,10.681597222222223,0.451875,69.84791666666668,3.624826388888889,4.911180555555556,,,0.1529513888888889,0.314375,33.188298611111115,75.24083333333333,1.7755555555555553,223.51135416666668,0.0,0.0,226.868125,994.6354166666666,-0.019444444444444438
2023-06-17,26.326979166666664,57.40003472222222,11.067048611111112,12.602604166666666,20.633125,10.464583333333334,12.273645833333333,0.4027083333333334,62.07340277777778,3.121111111111111,5.109027777777778,,,0.2334375,0.44711805555555556,31.49607638888889,78.63222222222223,1.673923611111111,224.76090277777777,0.035416666666666666,0.035416666666666666,236.61149305555557,996.6934027777778,-0.02215277777777778
2023-06-18,25.41003472222222,52.644305555555555,10.557361111111112,12.2803125,20.10392361111111,10.514513888888889,12.560729166666667,0.4206944444444445,63.850833333333334,2.4112152777777776,2.4388541666666668,,,0.12020833333333332,0.235,30.582430555555558,84.36347222222223,1.2844097222222222,228.77711805555555,0.0020833333333333333,0.0020833333333333333,89.185625,997.5128472222223,0.0038888888888888914
2023-06-19,19.559375,42.53239583333333,10.767222222222223,12.288020833333334,20.156006944444446,10.6003125,14.573229166666666,0.45413194444444444,56.98052083333334,5.098263888888889,9.347048611111111,,,0.294375,0.7429861111111111,28.718541666666667,91.12107638888888,0.9957291666666667,232.29461805555556,0.04791666666666666,0.04791666666666666,64.38038194444444,997.4260416666666,0.020138888888888887
2023-06-20,23.0090625,49.473125,10.579131944444445,12.106145833333334,20.06111111111111,10.661493055555555,12.770000000000001,0.4021527777777778,55.87888888888889,4.726493055555555,5.608576388888888,,,0.3020486111111111,0.6279513888888889,31.018645833333334,81.32350694444445,1.5485763888888888,228.8166666666667,0.0020833333333333333,0.0020833333333333333,173.07666666666668,996.7659722222223,0.002222222222222221
2023-06-21,16.192500000000003,46.900125,10.619444444444445,12.099444444444444,19.02815789473684,11.895394736842105,13.727361111111112,0.42416666666666664,56.99208333333334,3.265263157894737,4.3110526315789475,,,0.16680555555555554,0.3547222222222222,30.707833333333333,81.96043859649122,1.2767916666666665,226.12875,0.3475,0.2895833333333333,239.49375,997.1379166666666,0.010500000000000006
2023-06-22,15.44445652173913,35.91623188405797,18.837341269841268,25.23939393939394,28.61988636363636,28.78778985507246,12.910036231884058,0.38743055555555556,53.37631944444445,5.024277777777778,6.793777777777778,,,1.4638095238095237,1.8161904761904764,29.498472222222222,86.92079861111112,0.7260069444444444,222.95253472222223,0.04583333333333334,0.04583333333333334,112.98194444444444,997.5809027777777,0.033125
2023-06-23,8.479963768115942,20.574746376811593,12.101770833333333,11.156215277777777,20.40875,10.792465277777778,13.598977272727273,0.3958771929824561,52.80777777777778,2.678405797101449,2.0967753623188408,,,0.1830072463768116,0.38967391304347826,29.600381944444447,84.3567013888889,1.0556944444444445,90.29215277777779,0.010416666666666666,0.010416666666666666,181.67118055555557,996.2642361111111,0.0346875
2023-06-24,8.7678125,19.15326388888889,11.372708333333334,10.251666666666667,19.744409722222223,10.854826388888888,14.768611111111111,0.3870833333333333,60.84854166666667,2.2775694444444445,2.4551041666666666,,,0.11302083333333333,0.23430555555555554,28.822222222222223,88.4605303030303,0.8187847222222223,134.98947916666665,0.049999999999999996,0.049999999999999996,174.75725694444444,994.942361111111,0.028125
2023-06-25,6.251704545454545,13.911439393939395,11.468715277777777,9.722847222222223,19.54625,10.748229166666667,13.633541666666666,0.37083333333333335,64.09243055555555,0.9617013888888889,0.7907638888888888,,,0.060069444444444446,0.10534722222222222,28.26659722222222,91.46913043478261,1.0155555555555555,93.68038194444445,0.21666666666666667,0.21666666666666667,168.7715625,994.911111111111,0.02791666666666667
2023-06-26,7.845277777777778,14.739652777777778,11.737222222222222,9.805729166666667,19.74513888888889,10.664027777777777,14.391319444444443,0.35874999999999996,59.474375,2.025659722222222,4.593472222222222,,,0.13368055555555555,0.30864583333333334,26.98815972222222,95.35993055555555,0.8402083333333333,172.3265972222222,0.15,0.15,119.35666666666667,995.8194444444445,0.03263888888888889
2023-06-27,4.439895833333333,11.798854166666667,11.998541666666666,9.765347222222223,19.894583333333333,10.721631944444445,13.807361111111112,0.37201388888888887,50.356944444444444,1.5799305555555556,2.5213194444444444,,,0.1140625,0.27291666666666664,26.949131944444446,93.14,0.6648263888888889,211.21010416666664,0.15625,0.15625,135.84420138888888,996.286111111111,0.027951388888888883
2023-06-28,8.007048611111111,18.8859375,11.884062499999999,9.838333333333333,19.93263888888889,10.714409722222221,14.053819444444445,0.42364583333333333,37.66579861111111,3.8503125,6.408298611111111,,,0.3065277777777778,0.7813541666666667,26.24013888888889,95.099375,0.9787847222222222,213.13177083333335,0.15208333333333335,0.15208333333333335,71.95909722222221,998.7010416666667,0.02736111111111111
2023-06-29,12.866145833333334,30.793125,11.828680555555556,9.96125,19.92670138888889,10.7084375,12.94701388888889,0.44375000000000003,45.557743055555555,3.6384722222222226,7.159965277777778,,,0.26215277777777773,0.6823611111111111,27.95628472222222,94.79131944444445,0.8497916666666666,249.82256944444444,0.0,0.0,97.65079861111111,999.0295138888888,0.03163194444444444
