Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,100.68,182.14,9.29,4.5,9.86,5.04,9.04,1.59,28.29,9.95,12.27,,,1.27,3.65,19.61,87.06,0.97,186.8,0.0,0.0,178.99,1009.88,0.02
2024-01-02,100.44,176.95,11.65,4.8,11.81,5.32,8.17,1.6,27.46,9.97,12.33,,,1.27,3.66,18.07,81.54,0.92,171.37,0.0,0.0,191.22,1009.97,0.03
2024-01-03,85.93,147.43,17.41,4.62,16.43,6.23,8.07,1.73,29.89,10.0,12.29,,,1.26,3.68,19.18,79.29,0.92,161.07,0.0,0.0,202.98,1009.44,0.03
2024-01-04,107.71,183.37,28.47,5.71,25.86,7.77,13.65,2.22,28.55,9.95,12.29,,,1.27,3.7,19.92,81.33,0.75,168.51,0.0,0.0,169.44,1009.42,0.01
2024-01-05,120.19,219.12,36.65,7.05,33.08,9.04,23.63,2.58,35.79,10.01,12.36,,,1.28,3.66,20.38,75.33,0.83,121.07,0.0,0.0,172.15,1009.96,0.01
2024-01-06,116.31,203.83,25.36,7.88,24.51,7.5,21.86,2.2,32.39,9.93,12.36,,,1.29,3.73,20.57,75.44,0.8,139.51,0.0,0.0,159.92,1010.53,0.02
2024-01-07,117.9,206.46,10.0,6.52,11.49,5.21,24.8,1.73,35.59,10.0,12.3,,,1.27,3.7,20.88,81.3,0.91,114.46,0.0,0.0,157.0,1011.21,0.02
2024-01-08,124.5,220.85,8.8,5.74,10.11,5.08,22.74,1.78,32.08,9.94,12.26,,,1.27,3.71,20.44,86.47,0.91,143.25,0.0,0.0,162.2,1011.56,0.01
2024-01-09,107.96,185.97,16.9,4.98,16.21,6.27,21.48,1.54,33.51,10.02,12.32,,,1.27,3.71,19.91,83.56,0.85,244.18,0.0,0.0,180.12,1010.69,0.01
2024-01-10,120.26,213.83,28.16,6.88,26.19,7.9,22.78,1.17,34.71,9.99,12.32,,,1.27,3.66,20.82,75.65,0.64,151.9,0.0,0.0,168.17,1008.95,0.01
2024-01-11,118.4,213.38,16.75,5.94,16.59,6.08,22.47,0.77,41.18,9.97,12.34,,,1.27,3.69,20.49,76.99,0.99,130.13,0.0,0.0,157.28,1010.34,0.02
2024-01-12,101.45,174.03,5.71,4.6,6.99,4.55,20.35,0.49,40.89,10.03,12.33,,,1.27,3.69,18.01,78.02,1.07,158.55,0.0,0.0,182.67,1010.15,0.02
2024-01-13,113.48,191.98,9.29,5.68,10.47,5.16,23.1,0.78,36.57,9.95,12.34,,,1.27,3.71,17.26,75.08,0.94,211.05,0.0,0.0,193.27,1009.85,0.02
2024-01-14,137.72,221.21,4.16,5.65,6.35,4.5,24.22,0.72,46.2,9.98,12.3,,,1.27,3.69,17.59,76.96,0.86,189.34,0.0,0.0,173.17,1009.23,0.03
2024-01-15,127.08,208.28,3.67,3.19,4.68,4.05,19.99,0.78,36.09,9.98,12.33,,,1.28,3.71,16.37,88.2,1.11,128.74,0.0,0.0,128.85,1009.21,0.02
2024-01-16,104.51,188.69,5.51,3.66,6.39,4.46,19.51,0.71,39.35,9.93,12.28,,,1.27,3.71,17.41,86.9,0.98,172.23,0.0,0.0,163.78,1008.9,0.0
2024-01-17,96.77,162.08,3.72,4.6,5.45,4.21,16.48,0.75,19.58,9.95,12.34,,,1.27,3.67,17.59,87.67,1.16,56.96,0.0,0.0,147.35,1008.96,0.0
