Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,113.29,190.47,9.32,26.51,35.83,16.48,46.57,0.73,36.97,3.94,10.46,NA,NA,NA,2.00,NA,75.78,0.20,234.69,NA,0.00,67.49,NA,0.00
2022-01-02 00:00:00,121.76,201.37,10.02,26.41,36.39,15.16,28.85,0.84,26.63,3.52,5.30,NA,NA,NA,1.23,NA,89.76,0.23,250.62,NA,0.00,67.56,NA,-0.00
2022-01-03 00:00:00,129.84,224.62,12.66,29.13,41.79,15.40,30.50,0.90,30.98,4.09,18.42,NA,NA,NA,2.13,NA,76.83,0.15,193.59,NA,0.00,62.28,NA,-0.00
2022-01-04 00:00:00,170.97,258.60,8.44,27.49,35.94,16.28,38.08,0.97,39.07,5.02,14.57,NA,NA,NA,1.83,NA,75.66,0.17,169.55,NA,0.00,66.11,NA,-0.00
2022-01-05 00:00:00,182.03,277.74,9.88,28.17,38.13,16.41,29.77,1.13,39.82,7.79,11.53,NA,NA,NA,3.62,NA,75.02,0.12,188.90,NA,0.00,66.10,NA,-0.00
2022-01-06 00:00:00,173.53,271.97,9.48,32.97,42.45,15.25,31.26,1.21,37.63,7.37,21.01,NA,NA,NA,2.78,NA,77.91,0.13,175.50,NA,0.00,62.09,NA,-0.00
2022-01-07 00:00:00,166.24,261.09,10.11,31.47,41.58,15.52,28.89,1.13,38.30,7.09,21.83,NA,NA,NA,3.21,NA,74.69,0.13,180.79,NA,0.00,62.89,NA,-0.00
2022-01-08 00:00:00,133.63,226.12,18.00,28.06,46.05,14.28,25.65,1.23,40.62,5.78,16.07,NA,NA,NA,3.58,NA,77.68,0.17,148.82,NA,0.00,63.35,NA,-0.00
2022-01-09 00:00:00,142.70,246.79,27.03,31.19,58.22,16.12,26.57,1.18,36.94,8.61,22.64,NA,NA,NA,6.30,NA,73.39,0.14,117.12,NA,0.00,70.82,NA,-0.01
2022-01-10 00:00:00,162.20,265.33,27.43,30.68,58.03,17.53,39.56,1.28,33.88,9.85,15.77,NA,NA,NA,5.33,NA,80.85,0.17,179.63,NA,0.00,66.52,NA,-0.00
2022-01-11 00:00:00,167.31,275.25,24.16,28.90,53.06,16.79,32.78,1.03,41.93,7.45,16.35,NA,NA,NA,3.16,NA,82.91,0.30,172.12,NA,0.00,74.53,NA,-0.00
2022-01-12 00:00:00,92.66,162.49,12.43,26.25,38.69,14.64,40.80,1.00,20.07,6.15,16.79,NA,NA,NA,3.61,NA,99.63,0.21,194.07,NA,0.00,81.34,NA,-0.00
2022-01-13 00:00:00,99.50,172.85,12.06,25.54,37.60,16.67,43.84,0.79,23.80,4.34,13.05,NA,NA,NA,2.03,NA,93.48,0.15,229.95,NA,0.00,76.19,NA,-0.01
2022-01-14 00:00:00,90.90,160.01,7.99,20.93,28.92,16.54,20.13,0.72,28.40,3.67,5.49,NA,NA,NA,0.82,NA,98.96,0.45,104.10,NA,0.00,50.17,NA,-0.00
2022-01-15 00:00:00,100.84,182.56,12.95,27.59,40.54,17.59,25.41,0.79,24.95,3.61,12.62,NA,NA,NA,1.36,NA,83.67,0.19,200.33,NA,0.00,90.23,NA,0.00
2022-01-16 00:00:00,104.08,189.49,8.60,24.43,33.03,16.06,24.95,0.63,46.32,2.14,3.96,NA,NA,NA,0.68,NA,69.52,0.29,254.67,NA,0.00,NA,NA,0.01
2022-01-17 00:00:00,130.96,247.64,9.74,33.18,42.93,15.01,35.31,0.81,32.73,4.49,6.92,NA,NA,NA,1.20,NA,75.29,0.25,247.74,NA,0.00,26.77,NA,0.01
2022-01-18 00:00:00,166.06,276.39,10.66,31.69,42.34,14.51,37.77,0.88,36.72,8.29,9.92,NA,NA,NA,4.35,NA,78.18,0.22,234.71,NA,0.00,69.31,NA,0.01
2022-01-19 00:00:00,173.04,274.62,12.45,30.08,42.53,16.00,25.07,1.00,37.20,5.77,10.09,NA,NA,NA,1.67,NA,78.19,0.23,218.77,NA,0.00,47.47,NA,0.00
2022-01-20 00:00:00,212.28,325.80,19.21,31.91,51.12,14.05,36.74,1.40,36.60,7.14,18.63,NA,NA,NA,3.44,NA,78.16,0.18,175.24,NA,0.00,141.27,NA,0.00
2022-01-21 00:00:00,227.11,340.76,20.52,31.73,52.24,17.71,32.03,1.46,37.52,13.17,26.66,NA,NA,NA,5.28,NA,85.29,0.26,131.04,NA,0.00,114.32,NA,0.01
2022-01-22 00:00:00,154.80,233.41,7.93,22.51,30.45,16.85,21.74,0.95,33.08,5.57,7.02,NA,NA,NA,1.30,NA,99.63,0.43,81.54,NA,0.00,100.13,NA,-0.00
2022-01-23 00:00:00,185.69,256.82,8.23,23.92,32.15,16.41,18.45,1.18,20.16,7.10,5.89,NA,NA,NA,1.28,NA,99.63,0.41,105.86,NA,0.00,63.91,NA,0.00
2022-01-24 00:00:00,114.19,214.03,16.93,23.05,39.98,14.06,23.28,1.02,33.58,5.18,13.34,NA,NA,NA,2.14,NA,99.63,0.59,87.84,NA,0.00,93.62,NA,0.00
2022-01-25 00:00:00,150.01,294.29,25.38,31.78,57.13,21.75,25.56,1.11,30.44,11.92,22.69,NA,NA,NA,6.15,NA,87.42,0.24,188.16,NA,0.00,134.85,NA,0.00
2022-01-26 00:00:00,122.82,251.69,9.06,23.53,32.59,16.69,29.29,0.83,36.43,4.67,6.28,NA,NA,NA,1.15,NA,81.77,0.27,180.31,NA,0.00,136.47,NA,0.00
2022-01-27 00:00:00,107.42,232.38,7.61,19.51,27.12,16.73,25.19,0.64,46.61,2.36,2.97,NA,NA,NA,0.32,NA,78.84,0.28,252.48,NA,0.00,219.06,NA,0.00
2022-01-28 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-29 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-30 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-31 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-02-01 00:00:00,117.77,243.12,22.33,24.70,46.74,14.31,51.98,1.19,38.02,8.90,19.58,NA,NA,NA,3.83,NA,76.31,0.26,166.60,NA,0.00,117.30,NA,-0.00
2022-02-02 00:00:00,117.26,245.88,19.37,28.97,48.31,19.73,46.55,1.11,41.90,13.62,25.87,NA,NA,NA,5.27,NA,69.03,0.21,146.39,NA,0.00,149.09,NA,0.00
2022-02-03 00:00:00,98.18,199.70,14.57,16.25,30.61,20.50,41.09,0.71,28.62,8.72,16.56,NA,NA,NA,4.05,NA,85.60,0.45,197.58,NA,0.00,137.70,NA,-0.01
2022-02-04 00:00:00,39.74,85.85,9.62,8.01,17.42,18.69,12.64,0.52,30.28,1.65,3.55,NA,NA,NA,0.42,NA,98.17,0.45,148.95,NA,0.00,58.23,NA,-0.00
2022-02-05 00:00:00,67.96,142.97,12.47,15.53,27.98,16.85,18.66,0.79,32.92,3.31,7.66,NA,NA,NA,1.62,NA,81.85,0.34,184.52,NA,0.00,187.94,NA,0.00
2022-02-06 00:00:00,69.14,149.89,9.44,14.75,24.18,17.62,24.93,0.67,47.00,3.06,4.41,NA,NA,NA,0.95,NA,67.52,0.18,217.41,NA,0.00,179.43,NA,0.00
