Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,34.5,183.65,16.14,38.77,33.26,36.2,16.05,0.82,42.08,3.79,2.39,,,1.38,1.01,19.44,85.07,0.98,232.3,0.0,0.0,82.02,1012.41,-0.02
2024-01-02,28.21,188.11,14.59,42.34,33.89,36.51,13.05,0.69,41.0,5.57,5.28,,,1.81,1.29,18.3,79.86,0.88,259.03,0.0,0.0,86.78,1012.49,0.05
2024-01-03,19.14,146.67,28.02,45.39,46.24,36.34,11.55,0.74,41.51,6.4,8.39,,,1.92,1.22,19.02,78.7,0.92,204.48,0.0,0.0,87.58,1011.97,0.06
2024-01-04,73.27,158.78,42.55,56.08,46.6,39.04,10.09,0.97,54.53,7.18,10.25,,,2.52,1.49,19.78,80.77,0.6,207.09,0.0,0.0,77.34,1011.94,0.12
2024-01-05,93.07,202.13,59.33,61.94,71.65,39.71,15.69,1.29,70.35,10.98,17.67,,,3.98,2.22,20.3,75.0,0.73,180.95,0.0,0.0,78.59,1012.47,0.04
2024-01-06,77.42,181.98,38.95,61.63,63.5,39.11,15.0,1.03,70.8,6.78,10.46,,,2.76,1.61,20.64,73.0,0.75,231.23,0.0,0.0,73.46,1013.01,-0.03
2024-01-07,130.11,205.02,12.07,45.97,33.76,36.79,17.56,0.74,73.52,4.34,3.38,,,1.62,1.14,20.99,78.05,0.92,222.0,0.0,0.0,73.38,1013.71,-0.08
2024-01-08,130.69,203.12,10.67,46.88,33.13,36.91,18.56,0.76,65.82,4.25,3.84,,,1.45,1.1,20.64,83.26,1.15,212.66,0.0,0.0,79.59,1014.04,-0.17
2024-01-09,115.66,187.29,10.1,36.67,27.32,35.1,15.44,0.72,37.85,3.45,2.57,,,1.21,0.97,19.9,84.66,1.08,250.47,0.0,0.0,111.13,1013.85,-0.12
2024-01-10,112.18,207.98,106.3,94.94,134.91,45.74,6.75,1.68,40.94,5.53,9.46,,,4.81,2.83,21.0,71.45,0.24,259.91,0.0,0.0,40.22,1010.65,-0.05
2024-01-11,121.77,220.53,49.72,61.47,72.05,39.62,11.67,0.93,44.2,7.13,7.9,,,2.89,1.68,20.5,75.85,1.04,200.71,0.0,0.0,72.24,1012.79,-0.07
2024-01-12,114.69,196.67,8.86,46.98,31.71,36.45,9.08,0.64,46.66,3.68,2.82,,,1.16,0.99,18.14,76.89,1.33,190.42,0.0,0.0,80.93,1012.61,-0.05
2024-01-13,129.62,212.04,14.28,54.42,39.95,38.05,12.48,0.85,50.21,4.16,4.51,,,1.44,1.12,17.1,75.21,0.94,217.25,0.0,0.0,86.07,1012.32,0.01
2024-01-14,159.55,246.21,7.45,47.78,31.01,38.01,12.01,0.77,67.21,3.6,1.98,,,1.04,0.94,17.49,76.47,0.85,218.62,0.0,0.0,80.08,1011.69,-0.04
2024-01-15,146.97,234.05,6.82,41.93,27.44,40.78,7.36,0.83,47.42,4.01,1.52,,,1.02,0.95,16.27,87.66,1.07,118.65,0.0,0.0,65.77,1011.67,-0.08
2024-01-16,122.06,220.0,13.91,48.87,36.75,42.59,10.4,0.73,37.85,4.23,4.5,,,1.33,1.03,17.17,86.38,1.09,189.67,0.0,0.0,76.64,1011.35,-0.0
2024-01-17,105.24,171.89,9.46,53.64,35.67,41.84,7.07,0.77,37.83,4.76,3.29,,,1.09,0.94,17.25,85.74,1.35,119.0,0.0,0.0,71.41,1011.41,-0.08
2024-01-18,102.05,165.63,9.02,53.01,34.99,42.61,9.24,0.69,37.77,5.63,4.25,,,1.19,0.96,17.95,87.48,1.24,120.8,0.01,0.01,37.22,1011.37,-0.01
2024-01-19,87.73,131.01,7.03,40.01,26.61,41.14,10.54,0.65,37.84,3.41,2.26,,,1.08,0.95,19.38,88.32,1.32,201.34,0.0,0.0,63.53,1012.76,-0.05
2024-01-20,118.4,203.04,25.9,58.5,51.39,43.4,13.99,0.96,37.79,4.64,5.1,,,1.63,1.19,17.13,87.0,1.06,202.4,0.0,0.0,69.31,1013.07,-0.02
2024-01-21,95.36,254.52,58.02,73.68,85.08,47.33,14.36,1.11,37.86,6.42,8.76,,,2.97,1.72,17.64,84.18,0.65,194.87,0.0,0.0,46.01,1012.66,0.04
2024-01-22,28.83,220.17,11.99,50.33,35.97,40.42,12.18,0.63,37.9,3.77,4.67,,,1.36,1.03,15.9,81.4,1.29,171.96,0.0,0.0,76.45,1014.84,-0.01
2024-01-23,59.08,232.88,26.14,67.3,56.19,43.82,16.49,0.87,36.82,4.97,8.96,,,1.94,1.26,17.56,73.92,0.64,225.03,0.0,0.0,78.57,1013.2,0.02
2024-01-24,137.94,206.19,12.39,64.97,43.94,43.16,8.83,0.65,40.95,5.31,4.74,,,1.59,1.08,18.68,77.88,0.7,163.43,0.01,0.01,51.92,1013.3,0.07
