Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,55.83,138.86,9.06,17.8,16.81,30.25,13.69,1.25,26.58,4.95,9.32,,,1.55,0.74,18.81,75.02,0.48,183.23,0.0,0.0,75.35,1011.37,0.04
2024-01-02,68.36,137.21,8.97,17.68,16.68,30.05,14.33,0.95,27.0,5.41,10.83,,,1.85,0.9,17.72,68.03,0.56,186.06,0.0,0.0,74.65,1014.95,0.03
2024-01-03,72.18,131.04,8.94,17.83,16.73,30.16,9.87,1.0,31.43,5.11,11.18,,,2.14,1.48,18.64,67.01,0.43,167.57,0.0,0.0,70.77,1014.59,0.02
2024-01-04,85.17,155.97,9.1,17.68,16.78,30.18,11.29,1.19,28.49,6.71,13.95,,,3.17,2.15,19.44,69.23,0.47,170.08,0.0,0.0,76.21,1011.24,0.02
2024-01-05,110.35,168.65,9.22,17.72,16.9,30.33,16.11,1.46,31.14,9.28,15.0,,,4.47,2.56,19.79,62.84,0.64,118.29,0.0,0.0,75.33,1011.18,0.03
2024-01-06,93.38,156.06,8.79,17.71,16.54,29.86,8.22,1.16,30.58,7.81,14.13,,,3.41,2.1,20.13,60.23,0.44,186.8,0.0,0.0,77.22,1009.68,0.03
2024-01-07,74.18,157.16,8.76,17.77,16.54,29.89,11.63,1.09,31.08,5.07,9.51,,,2.13,1.2,20.36,67.6,0.48,169.83,0.0,0.0,77.6,1010.49,0.03
2024-01-08,95.36,172.91,8.95,17.87,16.76,30.18,9.17,1.0,32.02,4.42,9.18,,,1.65,0.88,19.75,74.18,0.56,173.09,0.0,0.0,80.95,1012.41,0.03
2024-01-09,86.67,150.89,8.94,17.74,16.68,30.05,8.53,1.14,32.43,5.53,11.1,,,2.22,1.28,19.31,72.21,0.43,180.38,0.0,0.0,81.08,1016.06,0.03
2024-01-10,101.1,218.16,9.29,17.73,16.96,30.41,12.52,1.84,27.98,12.27,21.86,,,7.39,4.69,20.17,64.74,0.37,176.76,0.0,0.0,76.75,1014.37,0.04
2024-01-11,81.27,171.23,8.97,17.72,16.7,30.04,12.7,1.34,32.79,9.31,20.56,,,5.34,3.16,19.93,65.01,0.5,169.03,0.0,0.0,79.98,1015.0,0.04
2024-01-12,82.23,141.46,9.08,17.59,16.71,30.04,5.24,1.0,39.88,5.03,9.41,,,1.07,0.6,17.12,69.14,0.67,161.46,0.0,0.0,79.61,1008.54,0.03
2024-01-13,81.33,132.36,8.91,17.32,16.44,29.56,5.38,1.0,31.51,4.77,9.45,,,1.69,0.92,16.2,66.47,0.66,151.78,0.0,0.0,79.13,1006.05,0.04
2024-01-14,83.18,184.33,9.23,17.43,16.76,30.06,7.04,1.23,41.0,5.86,6.84,,,1.15,0.69,16.21,69.65,0.74,137.35,0.0,0.0,78.92,1003.52,0.04
2024-01-15,96.01,170.83,9.32,17.35,16.79,30.07,4.47,1.12,29.21,5.79,6.23,,,0.79,0.41,14.71,83.02,0.95,114.24,0.0,0.0,62.96,1004.58,0.04
2024-01-16,93.29,155.39,9.19,17.47,16.74,30.03,3.36,0.92,34.25,5.01,7.71,,,1.2,0.87,16.12,77.96,0.65,138.27,0.0,0.0,79.03,1012.88,0.04
2024-01-17,79.61,132.31,9.43,17.44,16.93,30.25,4.12,0.98,15.33,7.19,7.35,,,1.27,0.59,15.15,82.76,1.15,78.32,0.0,0.0,77.28,1013.85,0.04
2024-01-18,90.12,122.76,9.15,17.31,16.63,29.81,8.87,0.93,15.73,6.05,7.47,,,1.25,0.6,16.39,82.84,0.94,79.13,0.0,0.0,29.49,1014.89,0.04
2024-01-19,80.47,113.82,9.18,17.37,16.68,29.91,8.94,0.88,19.2,5.1,7.86,,,1.42,0.72,18.26,81.74,0.5,192.71,0.0,0.0,84.71,1015.78,0.04
2024-01-20,93.49,154.1,9.29,17.14,16.65,29.79,12.36,0.99,26.56,5.69,12.23,,,2.01,1.31,16.04,78.39,0.69,154.46,0.0,0.0,80.62,1016.68,0.04
2024-01-21,131.56,204.34,9.4,17.11,16.73,29.87,16.07,1.21,21.03,8.69,14.46,,,3.78,2.31,16.98,73.14,0.54,166.01,0.0,0.0,65.12,1015.97,0.04
2024-01-22,112.17,167.54,9.31,17.1,16.65,29.8,9.33,0.8,26.9,4.66,9.98,,,1.56,0.93,14.93,73.06,1.06,153.11,0.0,0.0,93.42,1019.4,0.04
2024-01-23,109.77,167.92,9.27,17.14,16.63,29.78,16.06,0.96,28.2,5.65,11.9,,,2.33,1.25,16.7,64.38,1.41,170.97,0.0,0.0,99.26,1016.96,0.04
2024-01-24,110.91,164.0,9.4,17.24,16.79,30.02,14.39,0.94,19.96,6.41,11.54,,,2.43,1.17,17.79,67.36,1.59,146.76,0.0,0.0,62.86,1017.02,0.03
2024-01-25,101.89,144.9,9.2,17.05,16.54,29.62,13.51,0.86,21.06,5.54,10.22,,,2.04,1.19,17.4,73.15,0.72,155.06,0.0,0.0,96.21,1018.88,0.04
