Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,102.58,191.37,16.56,54.26,41.69,47.53,16.27,0.72,37.42,12.11,14.22,,,1.55,3.39,19.58,89.46,0.75,303.4,0.0,0.0,111.83,1012.38,0.06
2024-01-02,97.01,166.67,11.01,56.17,38.25,48.82,12.4,0.59,34.69,20.14,18.29,,,2.06,3.7,18.94,77.42,0.78,312.54,0.0,0.0,107.22,1012.43,0.06
2024-01-03,93.04,155.73,32.8,58.83,57.12,44.85,10.04,0.9,38.34,25.69,26.01,,,2.23,4.84,19.23,82.06,0.68,283.7,0.0,0.0,118.01,1011.94,0.06
2024-01-04,105.41,179.82,65.6,83.56,96.33,60.1,12.13,1.29,31.97,33.04,37.91,,,2.95,6.67,20.09,84.47,0.45,265.04,0.0,0.0,105.73,1011.92,0.05
2024-01-05,119.15,216.05,82.03,92.42,114.14,74.07,15.65,1.69,33.96,46.25,52.63,,,3.48,8.25,20.6,76.53,0.33,258.87,0.0,0.0,112.14,1012.47,0.05
2024-01-06,112.77,194.71,45.72,85.59,81.46,69.76,16.47,1.22,31.06,35.99,41.19,,,2.96,6.63,21.45,75.54,0.5,288.39,0.0,0.0,108.57,1012.99,0.06
2024-01-07,125.58,220.08,15.39,63.96,45.83,61.95,19.91,0.89,37.72,15.05,18.83,,,1.7,3.5,22.25,82.71,0.59,308.93,0.0,0.0,106.6,1013.7,0.05
2024-01-08,127.41,213.73,10.1,57.84,38.38,60.44,19.23,0.78,37.62,19.89,18.8,,,1.59,3.11,24.05,89.16,0.73,310.25,0.0,0.0,110.78,1014.03,0.06
2024-01-09,109.73,182.55,23.08,60.63,50.25,57.29,12.97,0.89,38.6,17.63,22.93,,,2.33,4.56,23.79,86.84,0.64,293.32,0.0,0.0,115.39,1013.17,0.05
2024-01-10,111.51,203.43,46.29,86.07,82.15,68.99,12.53,1.29,38.1,9.63,9.78,,,1.77,3.15,23.83,77.89,0.37,273.4,0.0,0.0,112.23,1011.43,0.05
2024-01-11,110.29,200.29,27.84,63.88,55.7,73.87,14.39,0.93,41.35,8.45,9.61,,,1.17,2.13,23.25,80.94,0.76,293.73,0.0,0.0,112.46,1012.8,0.05
2024-01-12,103.24,179.16,6.61,44.77,28.76,51.0,14.41,0.63,48.54,20.17,16.97,,,1.79,3.3,19.0,82.37,0.97,314.91,0.0,0.0,124.46,1012.58,0.06
